tree_id,flag_id,site_id,plot_id,dist_x_tr,dist_y_tr,dist_sm,az_sm,tree_type,spp,status,crown_class,crown_cond,dbh,height,hdm_pa,b_lc,dmr_l,dmr_m,dmr_u,broom_pa,broom_pos,stem_pa,path_ind_1,path_ind_2,dam_agent_1,dam_agent_2,notes
r887,NA,cr_3,324,-0.7,12.1,NA,NA,regen,Hw,LS,C,1,16.2,21.7,Y,Y,2,1,0,N,-,N,n,n,O,O,NA
r888,NA,cr_3,324,-2.4,18.8,NA,NA,regen,V,LS,C,1,16.2,NA,-,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r889,NA,cr_3,324,-0.7,12.3,NA,NA,regen,Hw,SN,-,6,8.1,NA,U,-,NA,NA,NA,-,-,-,-,-,O,O,NA
r890,NA,cr_3,324,0.5,12.6,NA,NA,regen,Hw,SN,-,3,5.3,NA,N,-,NA,NA,NA,-,-,-,-,-,O,O,NA
r891,NA,cr_3,324,-2.4,12.3,NA,NA,regen,V,LS,I,1,10.5,NA,-,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r892,NA,cr_3,324,-2.3,12.4,NA,NA,regen,Dr,LS,C,1,23.5,NA,-,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r893,NA,cr_3,324,2.3,14.2,NA,NA,regen,Hw,LS,D,1,22.1,23.5,Y,Y,1,0,0,N,-,N,n,n,O,O,NA
r894,NA,cr_3,324,0.7,15,NA,NA,regen,Hw,LS,C,1,15.6,NA,Y,Y,1,0,0,N,-,N,n,n,O,O,NA
r895,NA,cr_3,324,0.3,15.3,NA,NA,regen,Hw,LS,C,1,17.5,NA,Y,Y,1,0,0,N,-,N,n,n,O,O,NA
r896,NA,cr_3,324,-1.8,15.5,NA,NA,regen,Hw,LS,S,1,8.2,NA,Y,N,1,0,0,N,-,N,n,n,O,O,NA
r897,NA,cr_3,324,-1,16,NA,NA,regen,Hw,LS,C,1,18,NA,Y,Y,0,0,0,N,-,N,n,n,O,O,NA
r898,NA,cr_3,324,0.3,16,NA,NA,regen,Hw,DS,-,3,11.1,NA,Y,-,NA,NA,NA,-,-,-,-,-,O,O,NA
r899,NA,cr_3,324,1.8,16.8,NA,NA,regen,Hw,LS,C,1,18.4,NA,Y,Y,1,0,0,N,-,Y,n,n,O,O,NA
r900,NA,cr_3,324,-2.3,18,NA,NA,regen,Hw,LS,I,1,12.7,15.7,N,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r901,NA,cr_3,324,0.4,18.8,NA,NA,regen,Hw,LS,C,1,17.5,20.7,Y,Y,0,0,0,N,-,N,n,n,O,O,NA
r902,NA,cr_3,324,-0.8,19,NA,NA,regen,V,DS,-,3,9.4,NA,-,-,NA,NA,NA,-,-,-,-,-,O,O,NA
r903,NA,cr_3,324,0.5,19.5,NA,NA,regen,Fd,LS,C,1,22.6,NA,-,-,NA,NA,NA,-,-,-,1,n,O,O,NA
r904,NA,cr_3,324,-2.3,20,NA,NA,regen,Hw,LS,C,1,25,22.6,Y,Y,0,0,0,N,-,N,n,n,O,O,NA
r905,NA,cr_3,324,-0.7,20.4,NA,NA,regen,Hw,SN,-,5,4.8,NA,U,-,NA,NA,NA,-,-,-,-,-,O,O,NA
r907,NA,cr_3,324,2.3,22.8,NA,NA,regen,Hw,LS,C,1,20.4,23.8,Y,Y,0,0,0,N,-,N,n,n,O,O,NA
r908,NA,cr_3,324,2.5,23.3,NA,NA,regen,Hw,LS,C,1,18.2,23,Y,Y,1,0,0,N,-,N,n,n,O,O,NA
r909,NA,cr_3,324,-1.7,24.2,NA,NA,regen,Fd,LL,I,2,9.9,NA,-,-,NA,NA,NA,-,-,-,n,n,DR,O,NA; Armillaria confirmed
r910,NA,cr_3,324,-1.2,23.9,NA,NA,regen,Cw,SN,-,3,5.4,NA,-,-,NA,NA,NA,-,-,-,-,-,O,O,NA
r911,NA,cr_3,324,2.5,26.7,NA,NA,regen,Hw,LS,C,1,22.9,NA,Y,Y,0,0,0,N,-,N,1,n,O,O,NA
r912,NA,cr_3,324,2.5,26.7,NA,NA,regen,Hw,LS,I,1,11.3,NA,N,-,NA,NA,NA,-,-,-,1,n,O,O,NA
r913,NA,cr_3,324,1.9,29.3,NA,NA,regen,Dr,LS,I,1,11.5,NA,-,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r914,NA,cr_3,324,-0.9,30.1,NA,NA,regen,Fd,SN,-,5,18.8,NA,-,-,NA,NA,NA,-,-,-,-,-,DR,O,NA; Armillaria confirmed
r915,NA,cr_3,324,-1,30.1,NA,NA,regen,V,DS,-,4,10.2,NA,-,-,NA,NA,NA,-,-,-,-,-,O,O,NA
r916,NA,cr_3,324,2.5,31.5,NA,NA,regen,Hw,LS,D,1,32.3,NA,Y,Y,1,0,0,Y,1,N,n,n,O,O,NA
r917,NA,cr_3,324,0.4,32.5,NA,NA,regen,Fd,DS,-,3,36,NA,-,-,NA,NA,NA,-,-,-,-,-,DR,O,NA; Armillaria confirmed
r918,NA,cr_3,324,-0.5,34.3,NA,NA,regen,Cw,LS,S,1,11,NA,-,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r919,NA,cr_3,324,0.9,36.2,NA,NA,regen,V,LS,I,1,8.2,NA,-,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r920,NA,cr_3,324,0.9,36.4,NA,NA,regen,Fd,LS,D,1,26.7,NA,-,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r921,NA,cr_3,324,1.6,39.6,NA,NA,regen,Hw,LS,D,1,32.7,NA,Y,Y,0,0,0,N,-,N,n,n,AX,O,NA
r923,NA,cr_3,324,1,40.1,NA,NA,regen,V,DS,-,3,7,NA,-,-,NA,NA,NA,-,-,-,-,-,O,O,NA
r924,NA,cr_3,324,1.1,42,NA,NA,regen,Hw,LS,C,1,22.9,NA,N,-,NA,NA,NA,-,-,-,1,n,AX,O,NA
r925,NA,cr_3,324,2.5,46.7,NA,NA,regen,Dr,LS,C,1,23.5,NA,-,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r926,NA,cr_3,324,1.4,47.7,NA,NA,regen,Fd,LS,D,1,40.8,NA,-,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r927,NA,cr_3,324,1.8,50,NA,NA,regen,V,DS,-,2,8.3,NA,-,-,NA,NA,NA,-,-,-,-,-,O,O,NA
r929,NA,cr_3,324,0.6,52.2,NA,NA,regen,Hw,LS,I,1,15.9,NA,N,-,NA,NA,NA,-,-,-,2,n,AX,O,NA
r930,NA,cr_3,324,-0.9,52.8,NA,NA,regen,Fd,LS,C,1,23.8,NA,-,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r931,NA,cr_3,324,1.7,52.9,NA,NA,regen,Hw,SN,-,6,7.1,NA,U,-,NA,NA,NA,-,-,-,-,-,O,O,NA
r932,NA,cr_3,252,-0.6,1,NA,NA,regen,Hw,LS,S,1,4.5,NA,N,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r933,NA,cr_3,252,0.9,2.1,NA,NA,regen,V,DS,-,4,6.2,NA,-,-,NA,NA,NA,-,-,-,-,-,O,O,NA
r934,NA,cr_3,252,-1.2,3.9,NA,NA,regen,Dr,LS,C,1,27.1,NA,-,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r935,NA,cr_3,252,-1.4,13.5,NA,NA,regen,V,LS,C,1,18.1,NA,-,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r936,NA,cr_3,252,-2.1,15.1,NA,NA,regen,Hw,LS,C,1,21.9,22.8,Y,Y,1,0,0,Y,8,N,n,n,O,O,NA
r937,NA,cr_3,252,1,15.8,NA,NA,regen,V,LS,C,1,16.3,NA,-,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r938,NA,cr_3,252,1.8,16.7,NA,NA,regen,Fd,SN,-,4,14,NA,-,-,NA,NA,NA,-,-,-,-,-,DR,O,NA; Armillaria confirmed
r939,NA,cr_3,252,0.6,17,NA,NA,regen,V,LS,I,1,13.5,NA,-,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r940,NA,cr_3,252,2.1,15.9,NA,NA,regen,V,DS,-,4,9.7,NA,-,-,NA,NA,NA,-,-,-,-,-,O,O,NA
r941,NA,cr_3,252,-0.3,18.6,NA,NA,regen,Fd,LS,D,1,27.6,NA,-,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r942,NA,cr_3,252,0.5,19.7,NA,NA,regen,Hw,LS,C,1,22.5,NA,Y,N,1,0,0,N,-,N,n,n,O,O,NA
r943,NA,cr_3,252,1.1,20,NA,NA,regen,Hw,SN,-,4,17.4,NA,N,-,NA,NA,NA,-,-,-,-,-,O,O,NA
r944,NA,cr_3,252,1.3,20.5,NA,NA,regen,Hw,LL,S,1,4.6,NA,N,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r945,NA,cr_3,252,0,21.3,NA,NA,regen,Hw,DS,-,4,8.5,NA,N,-,NA,NA,NA,-,-,-,-,-,O,O,NA
r946,NA,cr_3,252,-1.3,21.3,NA,NA,regen,Hw,LS,S,1,5.7,7.4,Y,N,1,0,0,N,-,N,2,n,O,O,NA
r947,NA,cr_3,252,-0.3,21.5,NA,NA,regen,Hw,LS,C,1,24.4,NA,Y,Y,1,0,0,N,-,N,n,n,O,O,NA
r948,NA,cr_3,252,0.5,22.5,NA,NA,regen,Hw,LS,S,1,6.2,7.1,Y,N,1,0,0,N,-,N,n,n,O,O,NA
r949,NA,cr_3,252,-0.1,24,NA,NA,regen,Hw,DS,-,3,4.1,NA,N,-,NA,NA,NA,-,-,-,-,-,O,O,NA
r950,NA,cr_3,252,-1.3,24.3,NA,NA,regen,Hw,LS,I,1,10.3,14.6,N,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r951,NA,cr_3,252,-1.8,24.3,NA,NA,regen,Cw,LS,S,1,5.7,NA,-,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r952,NA,cr_3,252,2,23.7,NA,NA,regen,Fd,LS,C,1,23.4,NA,-,-,NA,NA,NA,-,-,-,1,n,O,O,NA
r953,NA,cr_3,252,-1.4,24.6,NA,NA,regen,Hw,SN,-,6,9.3,NA,U,-,NA,NA,NA,-,-,-,-,-,O,O,NA
r954,NA,cr_3,252,-1.7,24.6,NA,NA,regen,Hw,LS,D,1,26.8,22.5,Y,Y,0,0,0,N,-,N,n,n,O,O,NA
r955,NA,cr_3,252,-1,26.8,NA,NA,regen,Fd,DS,-,5,7.1,NA,-,-,NA,NA,NA,-,-,-,-,-,DR,O,NA; Armillaria confirmed
r956,NA,cr_3,252,-2.3,25.9,NA,NA,regen,Hw,DS,-,4,6.5,NA,N,-,NA,NA,NA,-,-,-,-,-,O,O,NA
r957,NA,cr_3,252,2.2,27,NA,NA,regen,Hw,LS,I,1,13,14.5,Y,Y,0,0,0,N,-,Y,n,n,O,O,NA
r958,NA,cr_3,252,1.4,29,NA,NA,regen,Hw,LS,C,1,17.2,20,N,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r959,NA,cr_3,252,1.9,29,NA,NA,regen,Hw,LS,I,1,10.6,13,N,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r960,NA,cr_3,252,1.1,33.1,NA,NA,regen,V,LL,I,1,13.9,NA,-,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r961,NA,cr_3,252,0.8,34.8,NA,NA,regen,Cw,LS,S,1,4.5,NA,-,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r962,NA,cr_3,252,1.2,36.7,NA,NA,regen,Fd,LS,D,1,29.3,NA,-,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r963,NA,cr_3,252,-1.2,37.5,NA,NA,regen,Dr,LS,I,1,19.6,NA,-,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r964,NA,cr_3,252,-1.2,37.5,NA,NA,regen,Dr,LS,I,1,8.3,NA,-,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r965,NA,cr_3,252,-1.2,37.5,NA,NA,regen,Dr,LS,I,1,26.9,NA,-,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r966,NA,cr_3,252,-1,39,NA,NA,regen,Fd,SN,-,5,7.7,NA,-,-,NA,NA,NA,-,-,-,-,-,DR,O,NA; Armillaria confirmed
r967,NA,cr_3,252,2.3,38,NA,NA,regen,Hw,DS,-,3,10.5,NA,N,-,NA,NA,NA,-,-,-,-,-,O,O,NA
r968,NA,cr_3,252,-1.1,39.4,NA,NA,regen,Fd,DS,-,4,6.1,NA,-,-,NA,NA,NA,-,-,-,-,-,DR,O,NA; Armillaria confirmed
r969,NA,cr_3,252,1.5,39.7,NA,NA,regen,Fd,LS,D,1,35.4,NA,-,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r970,NA,cr_3,252,-1.4,39.9,NA,NA,regen,Fd,SN,-,4,22.7,NA,-,-,NA,NA,NA,-,-,-,-,-,DR,O,NA; Armillaria confirmed
r971,NA,cr_3,252,-1.9,41,NA,NA,regen,Hw,SN,-,3,11.7,NA,N,-,NA,NA,NA,-,-,-,-,-,O,O,NA
r972,NA,cr_3,252,1.9,40.8,NA,NA,regen,V,DS,-,4,4.6,NA,-,-,NA,NA,NA,-,-,-,-,-,O,O,NA
r973,NA,cr_3,252,1.1,41,NA,NA,regen,Hw,LS,S,1,9,12.1,N,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r974,NA,cr_3,252,-1.5,42.5,NA,NA,regen,Fd,LS,I,1,13.1,24.6,-,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r975,NA,cr_3,252,-1.5,42.6,NA,NA,regen,Hw,LS,C,1,26.5,NA,N,-,NA,NA,NA,-,-,-,n,n,AX,O,NA
r976,NA,cr_3,252,0.2,43.2,NA,NA,regen,Cw,DS,-,3,4.3,NA,-,-,NA,NA,NA,-,-,-,-,-,O,O,NA
r977,NA,cr_3,252,-0.7,43.7,NA,NA,regen,Hw,DS,-,3,4.5,NA,Y,-,NA,NA,NA,-,-,-,-,-,O,O,NA
r978,NA,cr_3,252,-1.7,45.2,NA,NA,regen,Hw,LS,S,1,6.8,NA,N,-,NA,NA,NA,-,-,-,n,n,AX,O,NA
r979,NA,cr_3,252,-0.8,45.6,NA,NA,regen,Hw,LS,C,1,22,NA,N,-,NA,NA,NA,-,-,-,n,n,AX,O,NA
r980,NA,cr_3,252,-1.8,45.6,NA,NA,regen,Hw,DS,-,2,14.6,NA,N,-,NA,NA,NA,-,-,-,-,-,O,O,NA
r981,NA,cr_3,252,1.4,45.8,NA,NA,regen,Cw,DS,-,3,5.1,NA,-,-,NA,NA,NA,-,-,-,-,-,O,O,NA
r982,NA,cr_3,252,-1.4,47.9,NA,NA,regen,Hw,LS,D,1,32.3,NA,N,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r983,NA,cr_3,252,1.9,47.9,NA,NA,regen,Cw,DS,-,4,4.5,NA,-,-,NA,NA,NA,-,-,-,-,-,O,O,NA
r984,NA,cr_3,252,2,49.3,NA,NA,regen,Hw,LS,C,1,16.6,NA,N,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r985,NA,cr_3,252,2,49.4,NA,NA,regen,Hw,DS,-,3,12.8,NA,Y,-,NA,NA,NA,-,-,-,-,-,O,O,NA
r986,NA,cr_3,252,1.7,49.5,NA,NA,regen,Hw,LS,I,1,13.5,NA,Y,Y,0,0,0,N,-,N,n,n,O,O,NA
r987,NA,cr_3,252,-0.7,50.3,NA,NA,regen,Fd,DS,-,3,6.8,NA,-,-,NA,NA,NA,-,-,-,-,-,O,O,NA
r988,NA,cr_3,252,0.9,50.3,NA,NA,regen,Cw,DS,-,4,6.7,NA,-,-,NA,NA,NA,-,-,-,-,-,O,O,NA
r989,NA,cr_3,252,1.4,50.4,NA,NA,regen,Cw,LS,S,1,9.1,NA,-,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r990,NA,cr_3,252,-0.6,50.7,NA,NA,regen,Hw,LS,C,1,19,NA,N,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r991,NA,cr_3,252,-0.6,50.7,NA,NA,regen,Hw,LS,I,1,12.9,NA,N,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r992,NA,cr_3,252,1.7,52.1,NA,NA,regen,Fd,SN,-,5,12,NA,-,-,NA,NA,NA,-,-,-,-,-,DR,O,NA; Armillaria confirmed
r993,NA,cr_3,252,-1.9,52.1,NA,NA,regen,Hw,LS,C,1,28.5,NA,Y,Y,0,0,0,N,-,N,n,n,O,O,NA
r995,NA,cr_3,249,-1,0.6,NA,NA,regen,Hw,LS,S,1,6.7,NA,Y,Y,2,1,0,Y,1,Y,1,n,O,O,NA
r996,NA,cr_3,249,-0.6,3.2,NA,NA,regen,Hw,LS,C,1,18.1,18.3,Y,Y,2,1,0,Y,1,Y,n,n,O,O,NA
r1000,NA,cr_3,249,0.3,4.3,NA,NA,regen,Hw,LS,S,1,14.1,12.4,Y,Y,2,2,1,Y,1,Y,n,n,O,O,NA
r1001,NA,cr_3,249,0.3,5.5,NA,NA,regen,Hw,LS,C,1,21.6,19.4,Y,Y,2,2,1,Y,4,Y,n,n,O,O,NA
r1002,NA,cr_3,249,-1.3,6.7,NA,NA,regen,Fd,LS,I,1,11.2,NA,-,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r1003,NA,cr_3,249,1,7.2,NA,NA,regen,V,LS,I,1,8.9,NA,-,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r1004,NA,cr_3,249,-2.5,8.3,NA,NA,regen,V,DS,-,3,4.7,NA,-,-,NA,NA,NA,-,-,-,-,-,O,O,NA
r1005,NA,cr_3,249,-0.8,8.7,NA,NA,regen,Hw,LS,C,1,25.5,NA,Y,Y,2,2,1,Y,1,N,n,n,O,O,NA
r1006,NA,cr_3,249,-1,11.4,NA,NA,regen,Hw,LS,D,1,30.8,22.4,Y,Y,2,1,0,Y,1,Y,n,n,O,O,NA
r1007,NA,cr_3,249,1.3,13.7,NA,NA,regen,Hw,DS,-,2,5.7,NA,N,-,NA,NA,NA,-,-,-,-,-,O,O,NA
r1008,NA,cr_3,249,0.5,14.5,NA,NA,regen,Hw,LS,I,1,21.9,14,Y,Y,2,1,0,N,-,N,n,n,AX,O,NA
r1009,NA,cr_3,249,1.5,14,NA,NA,regen,Dr,LS,C,1,27.3,NA,-,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r1010,NA,cr_3,249,-0.9,15.6,NA,NA,regen,Cw,LS,S,1,5.3,NA,-,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r1011,NA,cr_3,249,0.2,18.1,NA,NA,regen,Cw,LS,I,2,17,NA,-,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r1013,NA,cr_3,249,1.9,19.2,NA,NA,regen,Cw,DS,-,2,5.7,NA,-,-,NA,NA,NA,-,-,-,-,-,O,O,NA
r1014,NA,cr_3,249,1.9,19.2,NA,NA,regen,Cw,DS,-,2,6.8,NA,-,-,NA,NA,NA,-,-,-,-,-,O,O,NA
r1016,NA,cr_3,249,-0.9,21.1,NA,NA,regen,Cw,LS,S,1,7.2,NA,-,-,NA,NA,NA,-,-,-,1,n,O,O,NA
r1017,NA,cr_3,249,-1.9,22.9,NA,NA,regen,Cw,LS,C,1,36,NA,-,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r1018,NA,cr_3,249,-2.2,25.8,NA,NA,regen,V,LS,I,1,11.1,NA,-,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r1019,NA,cr_3,249,-0.2,26,NA,NA,regen,V,LS,I,1,6.4,NA,-,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r1020,NA,cr_3,249,0.3,26,NA,NA,regen,V,LS,S,1,4.8,NA,-,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r1021,NA,cr_3,249,-0.3,27,NA,NA,regen,Hw,DS,-,3,12.5,NA,N,-,NA,NA,NA,-,-,-,-,-,O,O,NA
r1022,NA,cr_3,249,-1.1,27.3,NA,NA,regen,Hw,DS,-,3,6.9,NA,N,-,NA,NA,NA,-,-,-,-,-,O,O,NA
r1023,NA,cr_3,249,-1,27.7,NA,NA,regen,Cw,LS,I,1,18.8,NA,-,-,NA,NA,NA,-,-,-,1,n,O,O,NA
r1024,NA,cr_3,249,-1,27.7,NA,NA,regen,Cw,LS,S,1,10,NA,-,-,NA,NA,NA,-,-,-,1,n,O,O,NA
r1025,NA,cr_3,249,-2,28,NA,NA,regen,Cw,DS,-,2,5.4,NA,-,-,NA,NA,NA,-,-,-,-,-,O,O,NA
r1027,NA,cr_3,249,-2.4,31.5,NA,NA,regen,Fd,LS,S,1,8.4,NA,-,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r1028,NA,cr_3,249,-1.7,31.6,NA,NA,regen,Cw,LS,I,1,19.1,NA,-,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r1029,NA,cr_3,249,-1,33.6,NA,NA,regen,Hw,LS,C,2,22.3,15.5,Y,Y,0,0,0,N,-,N,2,n,O,O,NA
r1030,NA,cr_3,249,0.4,33.5,NA,NA,regen,Cw,LS,I,1,12,NA,-,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r1031,NA,cr_3,249,2,33.6,NA,NA,regen,Cw,LS,I,1,10.4,NA,-,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r1032,NA,cr_3,249,1.2,34.6,NA,NA,regen,Cw,LS,S,1,7.9,NA,-,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r1033,NA,cr_3,249,1.4,34.6,NA,NA,regen,Cw,LS,S,1,6.2,NA,-,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r1034,NA,cr_3,249,-0.6,34.8,NA,NA,regen,Cw,LS,S,1,8.9,NA,-,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r1035,NA,cr_3,249,-1.8,35.7,NA,NA,regen,Cw,LS,S,1,6.5,NA,-,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r1037,NA,cr_3,249,1.8,37.4,NA,NA,regen,Cw,LS,I,1,23.3,NA,-,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r1038,NA,cr_3,249,-2.2,37.4,NA,NA,regen,Cw,LS,S,1,5.9,NA,-,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r1039,NA,cr_3,249,-1.3,38.3,NA,NA,regen,Cw,LS,I,1,23.2,NA,-,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r1040,NA,cr_3,249,-0.2,43.2,NA,NA,regen,Cw,LS,C,1,28.8,NA,-,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r1042,NA,cr_3,249,0,45.9,NA,NA,regen,Cw,LS,C,1,28.2,NA,-,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r1043,NA,cr_3,249,-0.5,47.5,NA,NA,regen,Cw,LS,S,1,7.4,NA,-,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r1046,NA,cr_3,249,0.8,49.2,NA,NA,regen,Cw,LS,S,1,4.7,NA,-,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r1047,NA,cr_3,249,0.5,49.7,NA,NA,regen,Cw,LS,S,1,6,NA,-,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r1048,NA,cr_3,249,-1.6,50.3,NA,NA,regen,Hw,LS,S,1,6,NA,N,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r1049,NA,cr_3,249,-0.4,50.7,NA,NA,regen,Hw,LS,I,1,13.5,NA,N,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r1050,NA,cr_3,249,1.8,51.8,NA,NA,regen,Cw,LS,S,1,5.8,NA,-,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r1051,NA,cr_3,249,0.4,52.6,NA,NA,regen,Cw,LS,S,1,5.5,NA,-,-,NA,NA,NA,-,-,-,n,n,O,O,NA
m1,y58,cr_1,28,NA,NA,4.1,352.6,mature,Hw,LS,S,1,14.5,NA,Y,Y,2,1,1,Y,1,Y,n,n,O,O,NA
m2,y128,cr_1,28,NA,NA,4.3,343.7,mature,Hw,LL,S,2,14.7,NA,Y,Y,2,2,2,Y,4,Y,n,n,O,O,NA
m3,y15,cr_1,28,NA,NA,5.4,24.6,mature,Cw,DS,-,missing,95,NA,-,-,NA,NA,NA,-,-,-,-,-,AX,NB,NA
m4,y122,cr_1,28,NA,NA,8,9,mature,Hw,LS,C,1,43.9,25.6,Y,Y,2,2,2,Y,7,Y,n,n,O,O,NA
m5,y67,cr_1,28,NA,NA,8.5,37.7,mature,Hw,LS,S,2,11.2,NA,Y,Y,2,2,2,Y,1,Y,n,n,O,O,NA
m6,y21,cr_1,28,NA,NA,6.6,34.8,mature,Hw,LL,S,2,14.7,NA,Y,Y,2,2,2,Y,7,Y,n,n,O,O,NA
m7,y101,cr_1,28,NA,NA,5.3,51.9,mature,Hw,LS,C,1,27.9,29.7,Y,Y,2,2,2,Y,4,Y,1,n,O,O,NA
m8,y13,cr_1,28,NA,NA,5.3,51.9,mature,Hw,LS,C,1,23.2,NA,Y,Y,2,2,2,Y,7,N,n,n,O,O,NA
m9,y30,cr_1,28,NA,NA,8.3,46.7,mature,Hw,LS,I,1,21.2,NA,Y,Y,2,2,2,Y,7,Y,1,n,O,O,NA
m10,y14,cr_1,28,NA,NA,5,92.9,mature,Hw,LS,C,1,49.6,34.9,Y,Y,2,2,2,Y,7,N,n,n,O,O,NA
m11,y115,cr_1,28,NA,NA,5,92.9,mature,Hw,LS,I,2,30,NA,Y,Y,2,2,1,Y,4,Y,1,n,O,O,NA
m12,y52,cr_1,28,NA,NA,1,263.7,mature,Hw,LS,S,1,12.4,NA,Y,Y,2,1,2,Y,8,Y,n,n,O,O,NA
m13,w61,cr_1,27,NA,NA,2.5,333.1,mature,Cw,LS,S,1,16.4,NA,-,-,NA,NA,NA,-,-,-,1,n,O,O,NA
m14,w19,cr_1,27,NA,NA,3.7,358.3,mature,Hw,LS,C,2,38.3,31.2,Y,Y,2,2,1,Y,4,Y,1,n,O,O,NA
m15,w20,cr_1,27,NA,NA,4.7,69.6,mature,Hw,LS,C,2,40.8,NA,Y,Y,2,2,2,Y,7,Y,n,n,O,O,NA
m16,w53,cr_1,27,NA,NA,7.2,76.4,mature,Hw,LS,C,1,39.9,NA,Y,Y,2,2,2,Y,7,N,n,n,O,O,NA
m17,w13,cr_1,27,NA,NA,4.1,154.2,mature,Hw,LS,I,1,26.2,NA,Y,Y,2,2,1,Y,4,N,n,n,O,O,NA
m18,w32,cr_1,27,NA,NA,6.2,161.4,mature,Mb,LS,C,1,69.5,NA,-,-,NA,NA,NA,-,-,-,n,n,O,O,NA
m19,w3,cr_1,27,NA,NA,4.9,175.7,mature,Hw,LS,I,1,16.4,NA,Y,Y,2,2,1,Y,7,Y,n,n,O,O,NA
m20,w71,cr_1,27,NA,NA,5.6,206.5,mature,Hw,LS,I,1,23.8,NA,Y,Y,2,2,2,Y,7,Y,n,n,O,O,NA
m21,w100,cr_1,27,NA,NA,5.2,220.6,mature,Hw,LS,S,1,16.5,NA,Y,Y,2,2,1,Y,1,Y,1,n,O,O,NA
m23,w7,cr_1,27,NA,NA,6.6,222.6,mature,Hw,LS,C,1,30.8,25.7,Y,Y,2,2,2,Y,7,Y,n,n,O,O,NA
m24,w121,cr_1,27,NA,NA,2,243.6,mature,Hw,LS,C,1,52.6,32.7,Y,Y,2,2,2,Y,7,Y,n,n,O,O,NA
m26,y20,cr_1,26,NA,NA,3.4,304.4,mature,Mb,LS,C,1,45.8,NA,-,-,NA,NA,NA,-,-,-,1,n,O,O,NA
m27,y59,cr_1,26,NA,NA,3.8,322.1,mature,Hw,LS,C,1,38,26.8,Y,Y,2,2,2,Y,7,Y,n,n,O,O,NA
