Comment,Max_PDOP,Max_HDOP,Corr_Type,GPS_Date,Datafile,GNSS_Heigh,Vert_Prec,Horz_Prec,Std_Dev,Latitude,Longitude,pt_type,pt_id,site_id,Z
lf.2.mk2,4.6999998,2.5999999,Postprocessed Code,7/21/2023 0:00:00,mistletoe5.cor,385.845000000000027,0.500000000000000,0.300000000000000,1.004779000000000,49.312990531,-122.595909679,landscape feat,2,mk_2,385.845100000005914
lf.2.mk2,10.8000002,5.0000000,L1  Postprocessed Carrier Float,7/21/2023 0:00:00,mistletoe5.cor,385.610999999999990,1.400000000000000,0.800000000000000,2.007748000000000,49.312968690,-122.595742472,landscape feat,2,mk_2,385.610700000004726
lf.2.mk2,4.4000001,2.7000000,Postprocessed Code,7/21/2023 0:00:00,mistletoe5.cor,390.228000000000009,1.500000000000000,1.000000000000000,1.764797000000000,49.312979026,-122.595779174,landscape feat,2,mk_2,390.228000000002794
lf.2.mk2,4.0999999,2.3000000,Postprocessed Code,7/21/2023 0:00:00,mistletoe5.cor,392.824000000000012,0.400000000000000,0.400000000000000,0.655172000000000,49.312968928,-122.595904171,landscape feat,2,mk_2,392.823799999998300
sm.008.mk2,7.4000001,3.5999999,Postprocessed Code,7/21/2023 0:00:00,mistletoe5.cor,385.374000000000024,0.100000000000000,0.100000000000000,2.766585000000000,49.312893348,-122.595852175,stem map,008,mk_2,385.374500000005355
ts.103.mk2,6.0999999,3.7000000,Postprocessed Code,7/21/2023 0:00:00,mistletoe5.cor,393.661999999999978,1.100000000000000,0.700000000000000,2.688099000000000,49.313022026,-122.595737068,tran start,103,mk_2,393.662200000006123
sm.009.mk2,5.5000000,3.5999999,Postprocessed Code,7/21/2023 0:00:00,mistletoe5.cor,392.747000000000014,1.100000000000000,0.700000000000000,1.259965000000000,49.312907339,-122.595635243,stem map,009,mk_2,392.747300000002724
ed.1.mk2,5.1999998,3.5999999,Postprocessed Code,7/21/2023 0:00:00,mistletoe5.cor,384.620999999999981,0.600000000000000,0.500000000000000,1.621162000000000,49.312914790,-122.595526648,edge,1,mk_2,384.620800000004238
sm.006.mk2,2.9000001,1.9000000,L1L2  Postprocessed Carrier Float,7/21/2023 0:00:00,mistletoe5.cor,394.771000000000015,0.300000000000000,0.200000000000000,0.634866000000000,49.312893916,-122.596094016,stem map,006,mk_2,394.770499999998719
ed.2.mk3,5.5999999,2.4000001,Postprocessed Code,7/24/2023 0:00:00,mistletoe5.cor,202.086999999999989,0.900000000000000,0.500000000000000,1.591515000000000,49.275814123,-122.566959124,edge,2,mk_3,202.086800000004587
ts.121.mk3,5.6999998,2.8000000,Postprocessed Code,7/24/2023 0:00:00,mistletoe5.cor,199.442000000000007,0.700000000000000,0.400000000000000,0.892916000000000,49.275701189,-122.566988232,tran start,121,mk_3,199.441999999995460
sm.013.mk3,4.0000000,2.0000000,L1L2  Postprocessed Carrier Float,7/24/2023 0:00:00,mistletoe5.cor,195.859000000000009,0.200000000000000,0.100000000000000,1.397974000000000,49.275727501,-122.566862147,stem map,013,mk_3,195.859100000001490
sm.012.mk3,4.8000002,2.4000001,L1L2  Postprocessed Carrier Float,7/24/2023 0:00:00,mistletoe5.cor,198.497000000000014,0.300000000000000,0.200000000000000,0.868610000000000,49.275600901,-122.566897027,stem map,012,mk_3,198.497399999992922
ts.120.mk3,6.0000000,5.0000000,Postprocessed Code,7/24/2023 0:00:00,mistletoe5.cor,195.396999999999991,0.300000000000000,0.300000000000000,1.004288000000000,49.275576626,-122.567067447,tran start,120,mk_3,195.396699999997509
sm.011.mk3,4.0999999,1.9000000,L1L2  Postprocessed Carrier Float,7/24/2023 0:00:00,mistletoe5.cor,196.569999999999993,0.600000000000000,0.400000000000000,0.928595000000000,49.275515160,-122.566979331,stem map,011,mk_3,196.570500000001630
ts.115.mk3,3.5000000,1.8000000,Postprocessed Code,7/24/2023 0:00:00,mistletoe5.cor,193.378999999999991,0.400000000000000,0.300000000000000,0.889959000000000,49.275443816,-122.567169229,tran start,115,mk_3,193.378800000005867
sm.010.mk3,10.3000002,3.4000001,L1  Postprocessed Carrier Float,7/24/2023 0:00:00,mistletoe5.cor,203.723999999999990,0.300000000000000,0.200000000000000,1.659963000000000,49.275302723,-122.567200054,stem map,010,mk_3,203.724100000006729
ed.1.mk3,6.9000001,3.2000000,L1  Postprocessed Carrier Float,7/24/2023 0:00:00,mistletoe5.cor,200.963999999999999,0.200000000000000,0.300000000000000,1.221166000000000,49.275373133,-122.567312984,edge,1,mk_3,200.964399999997113
ip.2.mk3,21.2999992,21.0000000,L1  Postprocessed Carrier Float,7/24/2023 0:00:00,mistletoe5.cor,195.837999999999994,0.400000000000000,0.200000000000000,1.756282000000000,49.275439203,-122.567205964,infect perim,2,mk_3,195.837599999998929
ip.3.mk3,3.7000000,2.9000001,Postprocessed Code,7/24/2023 0:00:00,mistletoe5.cor,197.653999999999996,0.400000000000000,0.200000000000000,1.317728000000000,49.275461051,-122.567202517,infect perim,3,mk_3,197.653500000000349
te.115.mk3,4.4000001,3.0999999,L1  Postprocessed Carrier Float,7/24/2023 0:00:00,mistletoe5.cor,203.704000000000008,0.600000000000000,0.400000000000000,0.519410000000000,49.275558684,-122.567412835,tran end,115,mk_3,203.703699999998207
te.120.mk3,7.5999999,3.4000001,Postprocessed Code,7/24/2023 0:00:00,mistletoe5.cor,201.473999999999990,1.300000000000000,1.100000000000000,0.661949000000000,49.275643248,-122.567254994,tran end,120,mk_3,201.473899999997229
ip.4.mk3,5.5999999,4.4000001,Postprocessed Code,7/24/2023 0:00:00,mistletoe5.cor,202.828000000000003,0.900000000000000,0.700000000000000,1.210770000000000,49.275592038,-122.567141223,infect perim,4,mk_3,202.828399999998510
ip.5.mk3,7.1999998,3.5999999,Postprocessed Code,7/24/2023 0:00:00,mistletoe5.cor,203.587999999999994,0.800000000000000,0.600000000000000,0.552115000000000,49.275611891,-122.566997297,infect perim,5,mk_3,203.588000000003376
te.121.mk3,7.0000000,4.5999999,Postprocessed Code,7/24/2023 0:00:00,mistletoe5.cor,209.890999999999991,0.800000000000000,0.400000000000000,0.844689000000000,49.275750538,-122.567169239,tran end,121,mk_3,209.890599999998813
lf.1.mk3,6.8000002,4.0999999,Postprocessed Code,7/24/2023 0:00:00,mistletoe5.cor,208.532000000000011,1.100000000000000,0.900000000000000,0.680368000000000,49.275601066,-122.567029225,landscape feat,1,mk_3,208.531900000001770
lf.1.mk3,6.5999999,3.9000001,Postprocessed Code,7/24/2023 0:00:00,mistletoe5.cor,208.103000000000009,1.300000000000000,1.000000000000000,1.341404000000000,49.275620520,-122.567085599,landscape feat,1,mk_3,208.103199999997742
lf.1.mk3,5.6999998,2.7000000,Postprocessed Code,7/24/2023 0:00:00,mistletoe5.cor,196.908999999999992,2.500000000000000,2.000000000000000,0.229794000000000,49.275620368,-122.567187431,landscape feat,1,mk_3,196.908599999995204
lf.1.mk3,5.9000001,3.3000000,Postprocessed Code,7/24/2023 0:00:00,mistletoe5.cor,201.991999999999990,1.300000000000000,0.800000000000000,0.410261000000000,49.275539360,-122.567194499,landscape feat,1,mk_3,201.992400000002817
lf.1.mk3,5.1999998,2.3000000,Postprocessed Code,7/24/2023 0:00:00,mistletoe5.cor,203.621000000000009,1.600000000000000,0.800000000000000,0.213100000000000,49.275469766,-122.567202372,landscape feat,1,mk_3,203.621400000003632
lf.1.mk3,5.6999998,3.3000000,Postprocessed Code,7/24/2023 0:00:00,mistletoe5.cor,200.977000000000004,1.300000000000000,0.600000000000000,1.284023000000000,49.275438317,-122.567368045,landscape feat,1,mk_3,200.977199999993900
lf.1.mk3,141.3000031,99.9000015,Postprocessed Code,7/24/2023 0:00:00,mistletoe5.cor,204.567000000000007,1.300000000000000,0.600000000000000,1.337038000000000,49.275415263,-122.567279154,landscape feat,1,mk_3,204.566600000005565
lf.1.mk3,3.2000000,1.9000000,Postprocessed Code,7/24/2023 0:00:00,mistletoe5.cor,214.495000000000005,1.100000000000000,0.900000000000000,0.127838000000000,49.275447903,-122.567181543,landscape feat,1,mk_3,214.494800000000396
lf.1.mk3,5.5000000,3.2000000,L1L2  Postprocessed Carrier Float,7/24/2023 0:00:00,mistletoe5.cor,201.329000000000008,1.100000000000000,0.600000000000000,0.945315000000000,49.275535652,-122.567075707,landscape feat,1,mk_3,201.329100000002654
re.4.mi1,12.8999996,8.6999998,L1  Postprocessed Carrier Float,8/4/2023 0:00:00,mistletoe6.cor,210.800000000000011,1.400000000000000,1.100000000000000,3.143199000000000,49.247460876,-122.375333484,residual,4,mi_1,210.799700000003213
ts.136.mi1,6.9000001,5.0999999,Postprocessed Code,8/4/2023 0:00:00,mistletoe6.cor,198.012000000000000,1.200000000000000,0.800000000000000,1.143828000000000,49.247504605,-122.375313491,tran start,136,mi_1,198.012100000007194
te.136.mi1,4.4000001,1.8000000,Postprocessed Code,8/4/2023 0:00:00,mistletoe6.cor,192.794999999999987,0.800000000000000,0.400000000000000,0.924831000000000,49.247356135,-122.375127746,tran end,136,mi_1,192.795400000002701
rf.1.mi1,20.1000004,13.6999998,Postprocessed Code,8/4/2023 0:00:00,mistletoe6.cor,203.520000000000010,0.400000000000000,0.200000000000000,2.359871000000000,49.248024576,-122.375164594,ref tree,1,mi_1,203.519899999999325
rf.2.mi1,6.5999999,2.5999999,Postprocessed Code,8/4/2023 0:00:00,mistletoe6.cor,197.527999999999992,1.400000000000000,0.700000000000000,1.292999000000000,49.248203955,-122.375221617,ref tree,2,mi_1,197.527900000000955
ed.2.cr1,5.8000002,3.5999999,Postprocessed Code,8/12/2023 0:00:00,mistletoe7.cor,99.488000000000000,0.900000000000000,0.800000000000000,1.599013000000000,50.180396087,-125.388815108,edge,2,cr_1,99.488500000006752
sm.028.cr1,4.8000002,2.0000000,Postprocessed Code,8/12/2023 0:00:00,mistletoe7.cor,87.772999999999996,1.200000000000000,1.000000000000000,1.143088000000000,50.180410803,-125.388774132,stem map,028,cr_1,87.773499999995693
ts.166.cr1,5.4000001,3.3000000,Postprocessed Code,8/12/2023 0:00:00,mistletoe7.cor,103.058999999999997,0.800000000000000,0.600000000000000,1.597858000000000,50.180505398,-125.388767653,tran start,166,cr_1,103.058600000003935
sm.027.cr1,6.3000002,2.5000000,Postprocessed Code,8/12/2023 0:00:00,mistletoe7.cor,90.802999999999997,1.000000000000000,0.600000000000000,1.090715000000000,50.180540801,-125.388622341,stem map,027,cr_1,90.802800000004936
ts.165.cr1,4.5999999,2.2000000,Postprocessed Code,8/12/2023 0:00:00,mistletoe7.cor,94.757999999999996,0.900000000000000,0.600000000000000,1.620118000000000,50.180565370,-125.388577644,tran start,165,cr_1,94.758199999996577
sm.026.cr1,13.6000004,3.3000000,L1  Postprocessed Carrier Float,8/12/2023 0:00:00,mistletoe7.cor,94.840000000000003,0.900000000000000,0.500000000000000,1.260808000000000,50.180607160,-125.388475885,stem map,026,cr_1,94.839900000006310
ts.164.cr1,10.0000000,4.6999998,Postprocessed Code,8/12/2023 0:00:00,mistletoe7.cor,100.548000000000002,0.800000000000000,0.500000000000000,1.378511000000000,50.180639474,-125.388434239,tran start,164,cr_1,100.548399999999674
sm.025.cr1,6.0999999,3.4000001,Postprocessed Code,8/12/2023 0:00:00,mistletoe7.cor,86.844999999999999,1.100000000000000,0.800000000000000,1.679241000000000,50.180675666,-125.388323500,stem map,025,cr_1,86.845000000001164
ed.1.cr1,5.8000002,2.7000000,Postprocessed Code,8/12/2023 0:00:00,mistletoe7.cor,89.616000000000000,1.100000000000000,0.600000000000000,1.187031000000000,50.180728682,-125.388253202,edge,1,cr_1,89.615699999994831
ip.1.cr1,6.6999998,2.9000001,L1  Postprocessed Carrier Float,8/12/2023 0:00:00,mistletoe7.cor,92.620999999999995,1.300000000000000,0.700000000000000,2.431350000000000,50.180799834,-125.388258119,infect perim,1,cr_1,92.621299999998882
ip.2.cr1,5.4000001,2.3000000,Postprocessed Code,8/12/2023 0:00:00,mistletoe7.cor,95.927999999999997,1.100000000000000,0.800000000000000,1.579001000000000,50.180825699,-125.388368758,infect perim,2,cr_1,95.928400000004331
ip.3.cr1,4.6999998,3.3000000,L1  Postprocessed Carrier Float,8/12/2023 0:00:00,mistletoe7.cor,102.194999999999993,1.000000000000000,0.600000000000000,2.372063000000000,50.180834092,-125.388644797,infect perim,3,cr_1,102.195000000006985
ip.4.cr1,6.6999998,3.2000000,Postprocessed Code,8/12/2023 0:00:00,mistletoe7.cor,113.331000000000003,1.200000000000000,0.700000000000000,2.165835000000000,50.180745578,-125.388739791,infect perim,4,cr_1,113.331500000000233
te.164.cr1,5.1999998,2.8000000,Postprocessed Code,8/12/2023 0:00:00,mistletoe7.cor,99.001999999999995,1.000000000000000,0.600000000000000,1.146661000000000,50.180876660,-125.388768250,tran end,164,cr_1,99.001799999998184
te.165.cr1,4.5000000,2.3000000,Postprocessed Code,8/12/2023 0:00:00,mistletoe7.cor,107.418000000000006,1.100000000000000,0.900000000000000,1.986381000000000,50.180807680,-125.388925243,tran end,165,cr_1,107.418499999999767
ip.5.cr1,6.0000000,3.8000000,Postprocessed Code,8/12/2023 0:00:00,mistletoe7.cor,104.519999999999996,0.800000000000000,0.700000000000000,1.666257000000000,50.180761028,-125.388915337,infect perim,5,cr_1,104.520399999993970
ip.6.cr1,5.3000002,3.2000000,Postprocessed Code,8/12/2023 0:00:00,mistletoe7.cor,102.620999999999995,1.000000000000000,1.000000000000000,1.455219000000000,50.180705062,-125.389049443,infect perim,6,cr_1,102.620899999994435
te.166.cr1,6.9000001,4.1999998,Postprocessed Code,8/12/2023 0:00:00,mistletoe7.cor,104.519000000000005,0.900000000000000,0.800000000000000,0.557537000000000,50.180702949,-125.389118463,tran end,166,cr_1,104.519000000000233
ip.7.cr1,5.8000002,3.9000001,L1L2  Postprocessed Carrier Float,8/12/2023 0:00:00,mistletoe7.cor,113.775000000000006,0.900000000000000,0.500000000000000,1.372481000000000,50.180691696,-125.389114759,infect perim,7,cr_1,113.775099999998929
ip.8.cr1,4.5000000,3.7000000,Postprocessed Code,8/12/2023 0:00:00,mistletoe7.cor,109.662999999999997,0.900000000000000,0.600000000000000,1.508332000000000,50.180648949,-125.389170090,infect perim,8,cr_1,109.662700000000768
ip.9.cr1,10.0000000,8.1999998,Postprocessed Code,8/12/2023 0:00:00,mistletoe7.cor,112.531999999999996,0.900000000000000,0.700000000000000,1.898387000000000,50.180546044,-125.389166705,infect perim,9,cr_1,112.531600000002072
re.1.cr1,6.3000002,2.9000001,Postprocessed Code,8/12/2023 0:00:00,mistletoe7.cor,105.072000000000003,2.300000000000000,1.200000000000000,1.358724000000000,50.180625321,-125.388867729,residual,1,cr_1,105.071500000005472
lf.1.cr1,12.8000002,8.0000000,Postprocessed Code,8/12/2023 0:00:00,mistletoe7.cor,106.997000000000000,2.700000000000000,1.500000000000000,0.000000000000000,50.180513309,-125.388882903,landscape feat,1,cr_1,106.997399999992922
lf.1.cr1,3.0999999,2.0000000,Postprocessed Code,8/12/2023 0:00:00,mistletoe7.cor,94.503000000000000,0.900000000000000,0.600000000000000,0.988717000000000,50.180605988,-125.388706931,landscape feat,1,cr_1,94.502600000007078
lf.1.cr1,6.5000000,3.0000000,Postprocessed Code,8/12/2023 0:00:00,mistletoe7.cor,96.975999999999999,0.900000000000000,0.600000000000000,1.041442000000000,50.180714992,-125.388493649,landscape feat,1,cr_1,96.975600000005215
lf.1.cr1,9.3000002,3.0000000,Postprocessed Code,8/12/2023 0:00:00,mistletoe7.cor,104.472999999999999,0.900000000000000,0.600000000000000,0.945541000000000,50.180880956,-125.388416970,landscape feat,1,cr_1,104.473299999997835
re.2.cr1,8.0000000,3.4000001,Postprocessed Code,8/12/2023 0:00:00,mistletoe7.cor,105.058999999999997,0.500000000000000,0.400000000000000,1.116904000000000,50.180536133,-125.388916784,residual,2,cr_1,105.058999999993830
rf.1.cr1,4.9000001,3.8000000,Postprocessed Code,8/12/2023 0:00:00,mistletoe7.cor,175.381000000000000,1.600000000000000,1.700000000000000,0.063525000000000,50.184148704,-125.396872609,ref tree,1,cr_1,175.381200000003446
rf.2.cr1,11.0000000,5.1999998,Postprocessed Code,8/12/2023 0:00:00,mistletoe7.cor,163.824999999999989,1.100000000000000,0.700000000000000,1.770026000000000,50.184260133,-125.396767870,ref tree,2,cr_1,163.825100000001839
ip.1.cr2,6.9000001,3.2000000,L1L2  Postprocessed Carrier Float,8/26/2023 0:00:00,mistletoe8.cor,139.603000000000009,1.200000000000000,0.700000000000000,1.670977000000000,50.228713995,-125.416616160,infect perim,1,cr_2,139.602899999998044
ip.2.cr2,6.6999998,3.0999999,L1L2  Postprocessed Carrier Float,8/26/2023 0:00:00,mistletoe8.cor,136.561000000000007,1.000000000000000,0.500000000000000,1.084373000000000,50.228727691,-125.416752969,infect perim,2,cr_2,136.560599999997066
te.222.cr2,9.8999996,3.8000000,Postprocessed Code,8/26/2023 0:00:00,mistletoe8.cor,141.463999999999999,1.200000000000000,0.700000000000000,1.178866000000000,50.228762078,-125.416808283,tran end,222,cr_2,141.464200000002165
te.221.cr2,6.5000000,2.8000000,L1  Postprocessed Carrier Float,8/26/2023 0:00:00,mistletoe8.cor,140.103000000000009,0.800000000000000,0.600000000000000,1.332301000000000,50.228812622,-125.417006054,tran end,221,cr_2,140.102499999993597
ip.3.cr2,21.7999992,13.8000002,Postprocessed Code,8/26/2023 0:00:00,mistletoe8.cor,136.417000000000002,0.900000000000000,0.500000000000000,0.760988000000000,50.228756160,-125.417029828,infect perim,3,cr_2,136.416800000006333
ip.4.cr2,8.6000004,2.8000000,L1  Postprocessed Carrier Float,8/26/2023 0:00:00,mistletoe8.cor,136.895000000000010,0.900000000000000,0.600000000000000,0.960820000000000,50.228779384,-125.417218308,infect perim,4,cr_2,136.894799999994575
te.219.cr2,8.0000000,2.7000000,L1L2  Postprocessed Carrier Float,8/26/2023 0:00:00,mistletoe8.cor,146.262000000000000,1.100000000000000,0.600000000000000,1.108688000000000,50.228859734,-125.417238919,tran end,219,cr_2,146.262400000006892
ip.5.cr2,7.0000000,3.2000000,Postprocessed Code,8/26/2023 0:00:00,mistletoe8.cor,141.972000000000008,1.000000000000000,0.600000000000000,1.805355000000000,50.228717751,-125.417388881,infect perim,5,cr_2,141.972200000003795
ed.1.cr2,7.3000002,2.0000000,L1  Postprocessed Carrier Float,8/26/2023 0:00:00,mistletoe8.cor,140.028999999999996,1.300000000000000,0.800000000000000,1.176573000000000,50.228662037,-125.417407271,edge,1,cr_2,140.028800000000047
sm.029.cr2,13.8000002,6.0000000,Postprocessed Code,8/26/2023 0:00:00,mistletoe8.cor,140.125000000000000,1.600000000000000,0.900000000000000,2.370085000000000,50.228587366,-125.417354554,stem map,029,cr_2,140.125199999994948
ts.219.cr2,8.3999996,2.2000000,Postprocessed Code,8/26/2023 0:00:00,mistletoe8.cor,130.238000000000000,1.100000000000000,0.700000000000000,1.118786000000000,50.228647291,-125.417210900,tran start,219,cr_2,130.237800000002608
sm.030.cr2,5.8000002,2.2000000,Postprocessed Code,8/26/2023 0:00:00,mistletoe8.cor,134.373999999999995,1.100000000000000,0.600000000000000,0.366099000000000,50.228594646,-125.417117679,stem map,030,cr_2,134.374400000000605
ts.221.cr2,10.3000002,4.4000001,L1L2  Postprocessed Carrier Float,8/26/2023 0:00:00,mistletoe8.cor,136.627999999999986,1.100000000000000,0.700000000000000,0.843787000000000,50.228608448,-125.417036007,tran start,221,cr_2,136.627800000002026
sm.031.cr2,6.3000002,4.3000002,Postprocessed Code,8/26/2023 0:00:00,mistletoe8.cor,146.519000000000005,1.000000000000000,0.900000000000000,1.214645000000000,50.228523641,-125.416970128,stem map,031,cr_2,146.519400000004680
ts.222.cr2,12.6999998,4.0000000,Postprocessed Code,8/26/2023 0:00:00,mistletoe8.cor,128.332999999999998,1.500000000000000,0.900000000000000,1.895627000000000,50.228569740,-125.416836571,tran start,222,cr_2,128.333100000003469
sm.035.cr2,7.3000002,2.0000000,Postprocessed Code,8/26/2023 0:00:00,mistletoe8.cor,142.539999999999992,1.000000000000000,0.700000000000000,1.044438000000000,50.228464321,-125.416770701,stem map,035,cr_2,142.539799999998650
ed.2.cr2,14.8999996,8.3000002,Postprocessed Code,8/26/2023 0:00:00,mistletoe8.cor,146.028999999999996,1.300000000000000,1.000000000000000,1.564240000000000,50.228524963,-125.416651487,edge,2,cr_2,146.028800000000047
lf.1.cr2,7.0000000,4.0000000,Postprocessed Code,8/26/2023 0:00:00,mistletoe8.cor,141.308999999999997,1.300000000000000,1.100000000000000,1.617948000000000,50.228528790,-125.416704344,landscape feat,1,cr_2,141.308999999993830
lf.1.cr2,3.7000000,2.5999999,Postprocessed Code,8/26/2023 0:00:00,mistletoe8.cor,142.024000000000001,1.200000000000000,1.100000000000000,0.399220000000000,50.228629592,-125.416979808,landscape feat,1,cr_2,142.024199999999837
lf.1.cr2,5.1999998,3.3000000,Postprocessed Code,8/26/2023 0:00:00,mistletoe8.cor,144.359000000000009,1.200000000000000,1.300000000000000,1.099641000000000,50.228749720,-125.417215328,landscape feat,1,cr_2,144.358999999996740
lf.1.cr2,5.9000001,3.0000000,Postprocessed Code,8/26/2023 0:00:00,mistletoe8.cor,144.116999999999990,0.800000000000000,0.900000000000000,0.280780000000000,50.228725407,-125.417427382,landscape feat,1,cr_2,144.117100000003120
ed.2.ph1,8.1000004,6.4000001,Postprocessed Code,8/31/2023 0:00:00,mistletoe8.cor,278.774999999999977,3.300000000000000,2.200000000000000,0.918379000000000,49.079247939,-125.335843491,edge,2,ph_1,278.774499999999534
ip.1.ph1,6.8000002,4.8000002,Postprocessed Code,8/31/2023 0:00:00,mistletoe8.cor,262.846999999999980,1.900000000000000,1.600000000000000,1.711343000000000,49.079196804,-125.335903754,infect perim,1,ph_1,262.847399999998743
te.266.ph1,8.0000000,5.0999999,Postprocessed Code,8/31/2023 0:00:00,mistletoe8.cor,263.076999999999998,1.600000000000000,1.200000000000000,0.776874000000000,49.079053299,-125.336051654,tran end,266,ph_1,263.076700000005076
te.259.ph1,5.9000001,3.5000000,Postprocessed Code,8/31/2023 0:00:00,mistletoe8.cor,265.401000000000010,1.300000000000000,0.900000000000000,1.063079000000000,49.078860906,-125.336087481,tran end,259,ph_1,265.400599999993574
ip.2.ph1,5.3000002,3.4000001,Postprocessed Code,8/31/2023 0:00:00,mistletoe8.cor,258.795999999999992,0.900000000000000,0.800000000000000,0.533256000000000,49.078877358,-125.335978342,infect perim,2,ph_1,258.796300000001793
ip.3.ph1,5.1999998,3.5999999,Postprocessed Code,8/31/2023 0:00:00,mistletoe8.cor,262.016999999999996,1.000000000000000,0.900000000000000,0.951348000000000,49.078749065,-125.335970550,infect perim,3,ph_1,262.016799999997602
te.258.ph1,12.0000000,6.0999999,Postprocessed Code,8/31/2023 0:00:00,mistletoe8.cor,261.855999999999995,1.700000000000000,1.000000000000000,0.641216000000000,49.078737394,-125.335981890,tran end,258,ph_1,261.856199999994715
ed.1.ph1,4.4000001,2.5000000,Postprocessed Code,8/31/2023 0:00:00,mistletoe8.cor,264.622999999999990,1.600000000000000,1.000000000000000,0.560336000000000,49.078684915,-125.335687375,edge,1,ph_1,264.622900000002119
sm.036.ph1,4.1999998,2.2000000,Postprocessed Code,8/31/2023 0:00:00,mistletoe8.cor,269.127000000000010,0.800000000000000,0.700000000000000,0.433807000000000,49.078740789,-125.335695888,stem map,036,ph_1,269.126699999993434
ts.258.ph1,4.3000002,2.5000000,L1L2  Postprocessed Carrier Float,8/31/2023 0:00:00,mistletoe8.cor,260.509000000000015,0.900000000000000,0.700000000000000,0.828031000000000,49.078808103,-125.335729492,tran start,258,ph_1,260.509300000005169
sm.037.ph1,5.6999998,3.5999999,Postprocessed Code,8/31/2023 0:00:00,mistletoe8.cor,266.660000000000025,1.300000000000000,0.900000000000000,1.309719000000000,49.078902293,-125.335734802,stem map,037,ph_1,266.660300000003190
ts.259.ph1,5.5000000,3.5999999,Postprocessed Code,8/31/2023 0:00:00,mistletoe8.cor,268.704999999999984,1.600000000000000,1.200000000000000,1.405187000000000,49.078907343,-125.335845783,tran start,259,ph_1,268.705199999996694
sm.038.ph1,28.2000008,12.3000002,Postprocessed Code,8/31/2023 0:00:00,mistletoe8.cor,275.548999999999978,2.800000000000000,1.600000000000000,1.106742000000000,49.078977169,-125.335805745,stem map,038,ph_1,275.548699999999371
ts.266.ph1,70.1999969,25.7000008,Postprocessed Code,8/31/2023 0:00:00,mistletoe8.cor,273.072000000000003,2.600000000000000,1.500000000000000,0.636763000000000,49.079070598,-125.335834443,tran start,266,ph_1,273.072400000004563
sm.039.ph1,12.1999998,6.4000001,Postprocessed Code,8/31/2023 0:00:00,mistletoe8.cor,293.019000000000005,2.600000000000000,1.700000000000000,1.294754000000000,49.079095587,-125.335787324,stem map,039,ph_1,293.019400000004680
sm.052.cr3,8.0000000,3.5999999,L1  Postprocessed Carrier Float,7/19/2024 0:00:00,mistletoecr3.cor,86.046999999999997,2.000000000000000,1.000000000000000,1.181212000000000,50.267823657,-125.436025943,stem map,052,cr_3,86.047300000005635
ed.2.cr3,6.0000000,3.9000001,L1  Postprocessed Carrier Float,7/19/2024 0:00:00,mistletoecr3.cor,88.823999999999998,0.900000000000000,0.600000000000000,0.809964000000000,50.267744394,-125.436048431,edge,2,cr_3,88.823799999998300
ts.324.cr3,6.6999998,3.7000000,Postprocessed Code,7/19/2024 0:00:00,mistletoecr3.cor,91.337999999999994,0.900000000000000,0.600000000000000,1.624804000000000,50.267794716,-125.435881149,tran start,324,cr_3,91.337799999993877
sm.051.cr3,141.3000031,99.9000015,Postprocessed Code,7/19/2024 0:00:00,mistletoecr3.cor,84.468999999999994,1.800000000000000,0.900000000000000,2.557142000000000,50.267834237,-125.435803112,stem map,051,cr_3,84.469200000006822
ts.252.cr3,9.8000002,5.5000000,Postprocessed Code,7/19/2024 0:00:00,mistletoecr3.cor,84.683999999999997,1.200000000000000,0.900000000000000,0.783220000000000,50.267836214,-125.435694144,tran start,252,cr_3,84.684099999998580
sm.050.cr3,4.6999998,2.5999999,Postprocessed Code,7/19/2024 0:00:00,mistletoecr3.cor,88.748999999999995,1.900000000000000,1.300000000000000,1.486633000000000,50.267886627,-125.435631364,stem map,050,cr_3,88.748500000001513
ts.249.cr3,4.3000002,2.5999999,L1  Postprocessed Carrier Float,7/19/2024 0:00:00,mistletoecr3.cor,83.358000000000004,0.900000000000000,0.600000000000000,0.792770000000000,50.267808837,-125.435459971,tran start,249,cr_3,83.358399999997346
sm.049.cr3,5.9000001,2.8000000,Postprocessed Code,7/19/2024 0:00:00,mistletoecr3.cor,85.451999999999998,1.300000000000000,0.800000000000000,1.992271000000000,50.26786361500007,-125.43537517099998,stem map,049,cr_3,85.452399999994668
ed.1.cr3,4.4000001,2.3000000,Postprocessed Code,7/19/2024 0:00:00,mistletoecr3.cor,87.570999999999998,0.800000000000000,0.600000000000000,0.221730000000000,50.267840784,-125.435310579,edge,1,cr_3,87.570800000001327
te.249.cr3,6.3000002,5.4000001,Postprocessed Code,7/19/2024 0:00:00,mistletoecr3.cor,95.605999999999995,1.400000000000000,1.100000000000000,1.852927000000000,50.267364585,-125.435333698,tran end,249,cr_3,95.606199999994715
te.252.cr3,5.9000001,2.4000001,Postprocessed Code,7/19/2024 0:00:00,mistletoecr3.cor,98.082999999999998,1.800000000000000,1.000000000000000,1.533903000000000,50.267384723,-125.435504620,tran end,252,cr_3,98.082699999999022
te.324.cr3,5.6999998,4.3000002,L1  Postprocessed Carrier Float,7/19/2024 0:00:00,mistletoecr3.cor,97.822000000000003,1.400000000000000,1.000000000000000,2.010032000000000,50.267321016,-125.435798937,tran end,324,cr_3,97.822100000004866
