X,Y,tree_id,flag_id,site_id,plot_id,spp,dist_x,dist_y,status,dbh,height_m,hdm_pa,b_lc,dmr_l,dmr_m,dmr_u,broom_pa,broom_pos,stem_pa,crown_class,dam_agent_1,dam_agent_2,path_ind_1,path_ind_2,crown_cond,notes,dist_m,az_deg,outside_10,assessed_by,tree_type,dmr,dmr_f,ht_corr,Dec,corr_az_deg,tr_az,tr_leng,dist_y_h,plot_x_utm,plot_y_utm,sim_tree,tree_type_2
1043628.75312505,574066.46731887,r83,w28,cr_1,166,Hw,-2.5,25.4,LS,14.5,NA,N,-,0,0,0,-,-,-,I,NA,NA,-,NA,1,NA,24.1139114311136,NA,NA,NA,regen,0,0,NA,16.35978259,304.049190320061,310,32.8,23.9839680726019,1043648.73287954,574052.96583247,N,meas regen
1043629.12509106,574066.155202329,r84,w58,cr_1,166,Hw,-2.5,24.9,LS,11.1,NA,N,-,0,0,0,-,-,-,I,NA,NA,4,NA,1,NA,23.6310145019513,NA,NA,NA,regen,0,0,NA,16.35978259,303.927133449661,310,32.8,23.4984009326471,1043648.73287954,574052.96583247,N,meas regen
1043627.87411319,574067.988141776,r85,NA,cr_1,166,Hw,-1.9,27.1,SN,4.6,NA,U,-,NA,NA,NA,-,-,-,-,NA,NA,NA,NA,-,NA,25.7052117438408,NA,NA,NA,regen,NA,DU,NA,16.35978259,305.761118283244,310,32.8,25.6348963484483,1043648.73287954,574052.96583247,N,meas regen
1043631.6962415,574069.219380101,r86,NA,cr_1,166,Hw,1.5,24.9,DS,5.1,NA,N,-,NA,NA,NA,-,-,-,-,NA,NA,NA,NA,-,NA,23.546227859074,NA,NA,NA,regen,NA,DU,NA,16.35978259,313.652470641496,310,32.8,23.4984009326471,1043648.73287954,574052.96583247,N,meas regen
1043630.97253836,574069.565557679,r87,NA,cr_1,166,Dr,1.3,25.7,LS,17.3,NA,-,-,NA,NA,NA,-,-,-,C,NA,NA,NA,NA,1,NA,24.3100924680839,NA,NA,NA,regen,NA,-,NA,16.35978259,313.065395954977,310,32.8,24.2753083565748,1043648.73287954,574052.96583247,N,meas regen
1043631.58139053,574069.83791442,r88,NA,cr_1,166,Dr,1.9,25.4,SN,6.6,NA,-,-,NA,NA,NA,-,-,-,-,NA,NA,NA,NA,-,NA,24.0591089716055,NA,NA,NA,regen,NA,-,NA,16.35978259,314.5294883857,310,32.8,23.9839680726019,1043648.73287954,574052.96583247,N,meas regen
1043631.75399794,574070.345783258,r89,w67,cr_1,166,Hw,2.4,25.6,LS,7.5,NA,N,-,0,0,0,-,-,-,S,NA,NA,NA,NA,1,NA,24.2970185414713,NA,NA,NA,regen,0,0,NA,16.35978259,315.668780810438,310,32.8,24.1781949285839,1043648.73287954,574052.96583247,N,meas regen
1043630.16073547,574069.202415357,r90,NA,cr_1,166,Hw,0.5,26.1,DS,6.8,NA,N,-,NA,NA,NA,-,-,-,-,NA,NA,1,NA,-,NA,24.6688297122804,NA,NA,NA,regen,NA,DU,NA,16.35978259,311.161378627818,310,32.8,24.6637620685387,1043648.73287954,574052.96583247,N,meas regen
1043627.93546174,574070.025315892,r91,NA,cr_1,166,Fd,-0.3,28.4,LS,10.5,NA,-,-,NA,NA,NA,-,-,-,I,NA,NA,-,NA,2,NA,26.899043886270402,NA,NA,NA,regen,NA,-,NA,16.35978259,309.360977650953,310,32.8,26.8973709123308,1043648.73287954,574052.96583247,N,meas regen
1043628.62229923,574071.146020285,r92,w75,cr_1,166,Hw,1,28.6,LS,6.6,NA,N,-,0,0,0,-,-,-,S,NA,NA,1,NA,1,NA,27.1100473928035,NA,NA,NA,regen,0,0,NA,16.35978259,312.113931402855,310,32.8,27.0915977683128,1043648.73287954,574052.96583247,N,meas regen
1043626.82608603,574069.911866804,r93,NA,cr_1,166,Dr,-1.1,29.2,LS,17.6,NA,-,-,NA,NA,NA,-,-,-,C,NA,NA,NA,NA,1,NA,27.6961311636248,NA,NA,NA,regen,NA,-,NA,16.35978259,307.723799817594,310,32.8,27.6742783362586,1043648.73287954,574052.96583247,N,meas regen
1043625.68277489,574069.304730013,r94,w11,cr_1,166,Hw,-2.3,29.7,LS,12.3,NA,Y,N,1,0,0,N,-,N,I,NA,NA,1,NA,1,NA,28.2536174187345,NA,NA,NA,regen,1,1,NA,16.35978259,305.330641211047,310,32.8,28.1598454762134,1043648.73287954,574052.96583247,N,meas regen
1043625.66254601,574069.582785518,r95,NA,cr_1,166,Hw,-2.1,29.9,DS,5.7,NA,N,-,NA,NA,NA,-,-,-,-,NA,NA,NA,NA,-,NA,28.4317325856052,NA,NA,NA,regen,NA,DU,NA,16.35978259,305.764211435253,310,32.8,28.3540723321953,1043648.73287954,574052.96583247,N,meas regen
1043626.29521918,574070.487857714,r96,NA,cr_1,166,Hw,-1,30,SN,5.5,NA,N,-,NA,NA,NA,-,-,-,-,NA,NA,NA,NA,-,NA,28.4687542959053,NA,NA,NA,regen,NA,DU,NA,16.35978259,307.987001191447,310,32.8,28.4511857601863,1043648.73287954,574052.96583247,N,meas regen
1043625.43284408,574070.819854155,r97,NA,cr_1,166,Fd,-1.3,30.9,LS,22,NA,-,-,NA,NA,NA,-,-,-,C,NA,NA,NA,NA,2,NA,29.3540072706035,NA,NA,NA,regen,NA,-,NA,16.35978259,307.461713408229,310,32.8,29.3252066121049,1043648.73287954,574052.96583247,N,meas regen
1043624.84422079,574070.269441909,r98,w48,cr_1,166,Hw,-2.1,31,LS,9.7,NA,N,-,0,0,0,-,-,-,I,DS,NA,1,NA,2,NA,29.4971679410385,NA,NA,NA,regen,0,0,NA,16.35978259,305.917472122304,310,32.8,29.4223200400959,1043648.73287954,574052.96583247,N,meas regen
1043627.47246576,574071.588682207,r99,w49,cr_1,166,Hw,0.6,29.8,LS,22.2,23.3,N,-,0,0,0,-,-,-,C,NA,NA,NA,NA,1,NA,28.2633282985903,NA,NA,NA,regen,0,0,22.8,16.35978259,311.216419028961,310,32.8,28.2569589042043,1043648.73287954,574052.96583247,N,meas regen
1043629.15023587,574072.530599046,r100,w42,cr_1,166,Hw,2.4,29.1,LL,8.7,NA,N,-,0,0,0,-,-,-,S,TM,NA,NA,NA,2,hit by dead fallen tree,27.6814021389413,NA,NA,NA,regen,0,0,NA,16.35978259,314.97383525474,310,32.8,27.5771649082676,1043648.73287954,574052.96583247,N,meas regen
1043626.55658825,574074.576387082,r101,w3,cr_1,166,Hw,2.3,32.5,LS,11.6,NA,N,-,0,0,0,-,-,-,I,NA,NA,NA,NA,1,NA,30.9645598438714,NA,NA,NA,regen,0,0,NA,16.35978259,314.259765801793,310,32.8,30.8790214599604,1043648.73287954,574052.96583247,N,meas regen
1043625.05501765,574075.05311004,r102,w51,cr_1,166,Hw,1.7,34,LL,4.5,NA,N,-,0,0,0,-,-,-,S,TM,NA,NA,NA,2,hit by dead fallen tree,32.3803794628912,NA,NA,NA,regen,0,0,NA,16.35978259,313.009465249854,310,32.8,32.3357228798248,1043648.73287954,574052.96583247,N,meas regen
1043624.38547883,574075.614919815,r103,w26,cr_1,166,Hw,1.7,34.9,LS,20.5,22.3,Y,Y,0,0,0,N,-,N,C,NA,NA,NA,NA,1,Infection perimeter tree,33.2532265912359,NA,NA,NA,regen,0,IBLC,21.8,16.35978259,312.930401435984,310,32.8,33.2097437317435,1043648.73287954,574052.96583247,N,meas regen
1043625.53172019,574074.261486933,r104,w29,cr_1,166,Hw,1.4,33.1,LS,20.6,NA,N,-,0,0,0,-,-,-,C,NA,NA,NA,NA,1,NA,31.4928356057811,NA,NA,NA,regen,0,0,NA,16.35978259,312.547898061432,310,32.8,31.4617020279061,1043648.73287954,574052.96583247,N,meas regen
1043625.77872079,574074.706932463,r105,w22,cr_1,166,Hw,1.9,33.2,LS,11.8,NA,N,-,0,0,0,-,-,-,I,NA,NA,NA,NA,1,forked with r106,31.6159585174856,NA,NA,NA,regen,0,0,NA,16.35978259,313.445336462494,310,32.8,31.5588154558971,1043648.73287954,574052.96583247,N,meas regen
1043625.77872079,574074.706932463,r106,w64,cr_1,166,Hw,1.9,33.2,LS,17.1,NA,N,-,0,0,0,-,-,-,I,NA,NA,NA,NA,1,forked with r105,31.6159585174856,NA,NA,NA,regen,0,0,NA,16.35978259,313.445336462494,310,32.8,31.5588154558971,1043648.73287954,574052.96583247,N,meas regen
1043625.23414738,574074.511180166,r107,w69,cr_1,166,Hw,1.4,33.5,LS,17.9,NA,N,-,0,0,0,-,-,-,C,NA,NA,NA,NA,1,NA,31.8809099721757,NA,NA,NA,regen,0,0,NA,16.35978259,312.516863365827,310,32.8,31.85015573987,1043648.73287954,574052.96583247,N,meas regen
1043654.81059892,574071.91306587,r108,w4,cr_1,165,Hw,0.6,11.5,LS,23,22.2,Y,Y,2,0,0,N,-,N,C,NA,NA,7,NA,1,NA,10.4670596384094,NA,NA,NA,regen,2,2,21.7,16.35978259,313.286149458908,310,32.8,10.4498486818718,1043662.42997487,574064.736405948,N,meas regen
1043654.4448403,574072.08943307,r109,NA,cr_1,165,Hw,0.5,11.9,SN,5.5,NA,N,-,NA,NA,NA,-,-,-,-,NA,NA,-,NA,-,NA,10.8549243226421,NA,NA,NA,regen,NA,DU,NA,16.35978259,312.640094856235,310,32.8,10.8434026970452,1043662.42997487,574064.736405948,N,meas regen
1043653.62686187,574072.645257738,r110,NA,cr_1,165,Dr,0.4,12.9,LS,16.9,NA,-,-,NA,NA,NA,-,-,-,C,NA,NA,-,NA,1,NA,11.8340498210029,NA,NA,NA,regen,NA,-,NA,16.35978259,311.937010439822,310,32.8,11.8272877349788,1043662.42997487,574064.736405948,N,meas regen
1043653.27219445,574072.681777583,r111,w52,cr_1,165,Hw,0.2,13.2,LL,5.7,NA,N,-,0,0,0,-,-,-,S,NA,NA,1,NA,1,NA,12.1241029651746,NA,NA,NA,regen,0,0,NA,16.35978259,310.945197818796,310,32.8,12.1224532463588,1043662.42997487,574064.736405948,N,meas regen
1043652.91752703,574072.718297428,r112,w100,cr_1,165,Hw,0,13.5,LS,14.6,NA,Y,Y,2,1,0,N,-,N,I,NA,NA,NA,NA,1,NA,12.4176187577389,NA,NA,NA,regen,3,3,NA,16.35978259,310,310,32.8,12.4176187577389,1043662.42997487,574064.736405948,N,meas regen
1043654.34275097,574074.263747847,r113,NA,cr_1,165,Hw,2.1,13.4,SN,14.9,NA,N,-,NA,NA,NA,-,-,-,-,TM,NA,NA,NA,-,NA,12.4969369867071,NA,NA,NA,regen,NA,DU,NA,16.35978259,319.67394843401,310,32.8,12.3192302539456,1043662.42997487,574064.736405948,N,meas regen
1043652.42976514,574074.432985538,r114,w107,cr_1,165,Hw,1,15,LL,10.6,NA,Y,Y,1,0,0,N,-,N,S,NA,NA,NA,NA,1,NA,13.9293880159095,NA,NA,NA,regen,1,1,NA,16.35978259,314.116843471984,310,32.8,13.8934463146392,1043662.42997487,574064.736405948,N,meas regen
1043651.51877128,574073.500370673,r115,NA,cr_1,165,Hw,-0.3,15.1,DS,4.4,NA,N,-,NA,NA,NA,-,-,-,-,NA,NA,NA,NA,-,NA,13.9950506103516,NA,NA,NA,regen,NA,DU,NA,16.35978259,308.771705012027,310,32.8,13.9918348184326,1043662.42997487,574064.736405948,N,meas regen
1043649.92717925,574074.052630586,r116,NA,cr_1,165,Hw,-0.9,16.7,DS,4.5,NA,N,-,NA,NA,NA,-,-,-,-,NA,NA,NA,NA,-,NA,15.5920473309808,NA,NA,NA,regen,NA,DU,NA,16.35978259,306.690949034268,310,32.8,15.5660508791262,1043662.42997487,574064.736405948,N,meas regen
1043649.8850829,574073.696331431,r117,w63,cr_1,165,Hw,-1.2,16.5,LS,4.9,NA,N,-,0,0,0,-,-,-,S,NA,NA,NA,NA,2,NA,15.4160494076267,NA,NA,NA,regen,0,0,NA,16.35978259,305.535525536917,310,32.8,15.3692738715395,1043662.42997487,574064.736405948,N,meas regen
1043649.14474291,574073.27322461,r118,w46,cr_1,165,Hw,-2,16.8,LS,31.6,NA,Y,Y,1,0,0,N,-,Y,C,NA,NA,NA,NA,1,NA,15.7916009695395,NA,NA,NA,regen,1,1,NA,16.35978259,302.723971713547,310,32.8,15.6644393829196,1043662.42997487,574064.736405948,N,meas regen
1043650.25739578,574075.211494029,r119,NA,cr_1,165,Dr,0.2,17.2,LS,15.3,NA,-,-,NA,NA,NA,-,-,-,C,NA,NA,NA,NA,1,NA,16.0592388354243,NA,NA,NA,regen,NA,-,NA,16.35978259,310.713573803761,310,32.8,16.057993398093,1043662.42997487,574064.736405948,N,meas regen
1043650.22412217,574075.631036096,r120,w33,cr_1,165,Hw,0.5,17.5,LS,6.2,NA,Y,N,0,1,0,N,-,N,S,NA,NA,NA,NA,1,NA,16.3608009069996,NA,NA,NA,regen,1,1,NA,16.35978259,311.751280463102,310,32.8,16.3531589094731,1043662.42997487,574064.736405948,N,meas regen
1043650.67407349,574076.167267206,r121,w54,cr_1,165,Hw,1.2,17.5,LS,13,NA,Y,N,0,1,0,N,-,N,I,NA,NA,NA,NA,1,NA,16.3971279899401,NA,NA,NA,regen,1,1,NA,16.35978259,314.196860398881,310,32.8,16.3531589094731,1043662.42997487,574064.736405948,N,meas regen
1043649.59671155,574077.332362674,r122,w65,cr_1,165,Hw,1.4,19.1,LL,8.9,NA,N,-,0,0,0,-,-,-,S,NA,NA,NA,NA,2,NA,17.981956882413,NA,NA,NA,regen,0,0,NA,16.35978259,314.465328793563,310,32.8,17.9273749701667,1043662.42997487,574064.736405948,N,meas regen
1043648.40868871,574075.457336165,r123,w2,cr_1,165,Hw,-0.8,18.8,LS,25.4,NA,Y,Y,1,1,0,N,-,N,C,NA,NA,NA,NA,1,NA,17.650348733057,NA,NA,NA,regen,2,2,NA,16.35978259,307.402185482543,310,32.8,17.6322094587867,1043662.42997487,574064.736405948,N,meas regen
1043648.05175281,574076.409544587,r124,w60,cr_1,165,Hw,-0.3,19.7,LS,19.5,NA,Y,Y,0,0,0,N,-,N,C,NA,NA,NA,NA,1,NA,18.5201359401188,NA,NA,NA,regen,0,IBLC,NA,16.35978259,309.071848840517,310,32.8,18.5177059929269,1043662.42997487,574064.736405948,N,meas regen
1043647.65498904,574076.089765277,r125,NA,cr_1,165,Hw,-0.8,19.8,DS,5.5,NA,N,-,NA,NA,NA,-,-,-,-,NA,NA,NA,NA,-,forked wtih r126,18.6332759951335,NA,NA,NA,regen,NA,DU,NA,16.35978259,307.539309927583,310,32.8,18.6160944967202,1043662.42997487,574064.736405948,N,meas regen
1043647.65498904,574076.089765277,r126,NA,cr_1,165,Hw,-0.8,19.8,DS,5.9,NA,N,-,NA,NA,NA,-,-,-,-,NA,NA,NA,NA,-,forked with r125,18.6332759951335,NA,NA,NA,regen,NA,DU,NA,16.35978259,307.539309927583,310,32.8,18.6160944967202,1043662.42997487,574064.736405948,N,meas regen
1043646.15212666,574075.523246346,r127,NA,cr_1,165,Fd,-2.2,20.6,LS,13.8,NA,-,-,NA,NA,NA,-,-,-,I,NA,NA,1,NA,2,NA,19.5275259136016,NA,NA,NA,regen,NA,-,NA,16.35978259,303.531238816097,310,32.8,19.4032025270671,1043662.42997487,574064.736405948,N,meas regen
1043648.15359098,574078.673825341,r128,NA,cr_1,165,Hw,1.5,21.1,SN,10.4,NA,N,-,NA,NA,NA,-,-,-,-,NA,NA,NA,NA,-,NA,19.951611373589,NA,NA,NA,regen,NA,DU,NA,16.35978259,314.311673767882,310,32.8,19.8951450460338,1043662.42997487,574064.736405948,N,meas regen
1043647.46643855,574078.46717032,r129,w66,cr_1,165,Hw,0.9,21.5,LS,11.5,NA,N,-,0,0,0,-,-,-,I,NA,NA,NA,NA,1,NA,20.3086511023315,NA,NA,NA,regen,0,0,NA,16.35978259,312.539956733163,310,32.8,20.2886990612072,1043662.42997487,574064.736405948,N,meas regen
1043646.51107986,574078.093944877,r130,w38,cr_1,165,Hw,0,22,LL,9.2,NA,N,-,0,0,0,-,-,-,S,NA,NA,NA,NA,1,NA,20.780641580174,NA,NA,NA,regen,0,0,NA,16.35978259,310,310,32.8,20.780641580174,1043662.42997487,574064.736405948,N,meas regen
1043645.40271278,574078.762893834,r131,w5,cr_1,165,Hw,-0.2,23.3,LS,17.1,NA,N,-,0,0,0,-,-,-,C,NA,NA,NA,NA,1,forked with r132,22.0605987418243,NA,NA,NA,regen,0,0,NA,16.35978259,309.48055295252,310,32.8,22.0596921294876,1043662.42997487,574064.736405948,N,meas regen
1043645.40271278,574078.762893834,r132,w32,cr_1,165,Hw,-0.2,23.3,LS,12.9,NA,N,-,0,0,0,-,-,-,I,NA,NA,5,NA,1,forked with r131,22.0605987418243,NA,NA,NA,regen,0,0,NA,16.35978259,309.48055295252,310,32.8,22.0596921294876,1043662.42997487,574064.736405948,N,meas regen
1043644.16805664,574078.362945325,r133,NA,cr_1,165,Fd,-1.3,24,LS,16.7,NA,-,-,NA,NA,NA,-,-,-,D,NA,NA,NA,NA,2,NA,22.7855268289479,NA,NA,NA,regen,NA,-,NA,16.35978259,306.729284219925,310,32.8,22.7484116560411,1043662.42997487,574064.736405948,N,meas regen
1043641.73630377,574079.750724616,r134,NA,cr_1,165,Dr,-1.8,26.8,LS,22,NA,-,-,NA,NA,NA,-,-,-,D,NA,NA,NA,NA,1,NA,25.566732069186,NA,NA,NA,regen,NA,-,NA,16.35978259,305.962808495672,310,32.8,25.503289762255,1043662.42997487,574064.736405948,N,meas regen
1043644.7952161,574081.100214278,r135,w74,cr_1,165,Hw,1.2,25.3,LS,21,25.1,Y,N,1,0,0,N,-,N,C,NA,NA,NA,NA,1,NA,24.0574092543181,NA,NA,NA,regen,1,1,24.6,16.35978259,312.859139069537,310,32.8,24.0274622053547,1043662.42997487,574064.736405948,N,meas regen
1043643.81540653,574081.922372123,r136,w13,cr_1,165,Hw,1.2,26.6,LS,20,22.1,Y,Y,0,0,0,N,-,Y,C,NA,NA,NA,NA,1,NA,25.3349479534139,NA,NA,NA,regen,0,IBLC,21.6,16.35978259,312.714853408561,310,32.8,25.3065127546683,1043662.42997487,574064.736405948,N,meas regen
1043640.77615698,574085.647471858,r137,NA,cr_1,165,Dr,2.1,31.4,DS,12.5,NA,-,-,NA,NA,NA,-,-,-,-,NA,NA,NA,NA,-,NA,30.1025000052353,NA,NA,NA,regen,NA,-,NA,16.35978259,314.000297169294,310,32.8,30.0291609367493,1043662.42997487,574064.736405948,N,meas regen
1043637.46239809,574083.075875842,r138,w37,cr_1,165,Hw,-2,32.3,LS,24.8,21.2,Y,N,1,0,0,N,-,N,C,NA,NA,NA,NA,2,infection perimeter tree,30.9792841515491,NA,NA,NA,regen,1,1,20.7,16.35978259,306.298451921967,310,32.8,30.9146574708895,1043662.42997487,574064.736405948,N,meas regen
1043636.50023399,574085.449716131,r139,NA,cr_1,165,Fd,-0.8,34.6,LS,24,NA,-,-,NA,NA,NA,-,-,-,C,NA,NA,NA,NA,1,NA,33.1872367203315,NA,NA,NA,regen,NA,-,NA,16.35978259,308.618714046573,310,32.8,33.1775930581366,1043662.42997487,574064.736405948,N,meas regen
1043671.72876089,574071.053581904,r140,NA,cr_1,164,Hw,-2.3,0.5,DS,5.3,NA,Y,-,NA,NA,NA,-,-,-,-,NA,NA,NA,NA,-,NA,2.34943265938677,NA,NA,NA,regen,NA,DI,NA,16.35978259,231.774095220083,310,32.8,0.479409867434097,1043673.57442166,574072.507325401,N,meas regen
1043672.96848065,574073.276851735,r141,NA,cr_1,164,Hw,0.2,1,DS,4.1,NA,Y,-,NA,NA,NA,-,-,-,-,NA,NA,NA,NA,-,NA,0.979456626897134,NA,NA,NA,regen,NA,DI,NA,16.35978259,321.782370459702,310,32.8,0.958819734868193,1043673.57442166,574072.507325401,N,meas regen
1043674.189696,574073.68807841,r142,y15,cr_1,164,Hw,1.3,0.3,LS,4.7,NA,N,-,0,0,0,-,-,-,S,NA,NA,1,NA,1,NA,1.33144289233806,NA,NA,NA,regen,0,0,NA,16.35978259,27.5234070516887,310,32.8,0.287645920460458,1043673.57442166,574072.507325401,N,meas regen
1043673.00524614,574073.768164746,r143,y31,cr_1,164,Hw,0.6,1.3,LS,12.7,NA,Y,Y,1,0,0,N,-,N,I,DS,NA,NA,NA,1,NA,1.38335701462561,NA,NA,NA,regen,1,1,NA,16.35978259,335.704351273521,310,32.8,1.24646565532865,1043673.57442166,574072.507325401,N,meas regen
1043674.08881398,574075.208676488,r144,y100,cr_1,164,Hw,2.4,1.4,LS,5.4,NA,N,-,0,0,0,-,-,-,S,NA,NA,NA,NA,1,NA,2.74989038992221,NA,NA,NA,regen,0,0,NA,16.35978259,10.7812125141223,310,32.8,1.34234762881547,1043673.57442166,574072.507325401,N,meas regen
1043672.71152784,574075.05894949,r145,y119,cr_1,164,Hw,1.4,2.4,LS,7.4,NA,Y,Y,0,1,0,N,-,N,S,NA,NA,NA,NA,1,NA,2.69357963232625,NA,NA,NA,regen,1,1,NA,16.35978259,341.315781922912,310,32.8,2.30116736368366,1043673.57442166,574072.507325401,N,meas regen
1043672.04138919,574076.796129146,r146,y102,cr_1,164,Hw,2.3,4.1,LS,11.3,NA,Y,Y,2,1,1,N,-,Y,I,NA,NA,NA,NA,1,NA,4.55456102424606,NA,NA,NA,regen,4,4,NA,16.35978259,340.330575273435,310,32.8,3.93116091295959,1043673.57442166,574072.507325401,N,meas regen
1043670.14962961,574072.900793295,r147,y45,cr_1,164,Hw,-1.9,3,LS,9.5,NA,Y,Y,0,0,0,N,-,N,S,NA,NA,NA,NA,1,NA,3.44732034423179,NA,NA,NA,regen,0,IBLC,NA,16.35978259,276.553869321121,310,32.8,2.87645920460458,1043673.57442166,574072.507325401,N,meas regen
1043668.88255881,574073.180747564,r148,NA,cr_1,164,Hw,-2.5,4.2,DS,4.8,NA,Y,-,NA,NA,NA,-,-,-,-,NA,NA,NA,NA,-,NA,4.73994455761654,NA,NA,NA,regen,NA,DI,NA,16.35978259,278.167868720594,310,32.8,4.02704288644641,1043673.57442166,574072.507325401,N,meas regen
1043668.51530955,574073.488906287,r149,NA,cr_1,164,Hw,-2.5,4.7,DS,6,NA,Y,-,NA,NA,NA,-,-,-,-,NA,NA,NA,NA,-,NA,5.15345674503602,NA,NA,NA,regen,NA,DI,NA,16.35978259,280.980236546717,310,32.8,4.50645275388051,1043673.57442166,574072.507325401,N,meas regen
1043668.7816768,574074.701345642,r150,y113,cr_1,164,Hw,-1.4,5.3,LS,8.5,NA,Y,Y,2,1,0,N,-,Y,S,NA,NA,1,NA,1,NA,5.27106517952429,NA,NA,NA,regen,3,3,NA,16.35978259,294.59733469468,310,32.8,5.08174459480142,1043673.57442166,574072.507325401,N,meas regen
1043669.23162813,574075.237576752,r151,NA,cr_1,164,Hw,-0.7,5.3,DS,5.8,NA,N,-,NA,NA,NA,-,-,-,-,DRA,NA,NA,NA,-,forked with r152,5.12972982980522,NA,NA,NA,regen,NA,DU,NA,16.35978259,302.156979973266,310,32.8,5.08174459480142,1043673.57442166,574072.507325401,N,meas regen
1043669.23162813,574075.237576752,r152,NA,cr_1,164,Hw,-0.7,5.3,DS,6.3,NA,Y,-,NA,NA,NA,-,-,-,-,DRA,NA,NA,NA,-,forked with r151,5.12972982980522,NA,NA,NA,regen,NA,DI,NA,16.35978259,302.156979973266,310,32.8,5.08174459480142,1043673.57442166,574072.507325401,N,meas regen
1043668.12079036,574077.344546875,r153,NA,cr_1,164,Dr,0.2,7.6,LS,14,NA,-,-,NA,NA,NA,-,-,-,C,NA,NA,NA,NA,1,NA,7.28977407072838,NA,NA,NA,regen,NA,-,NA,16.35978259,311.57214666224,310,32.8,7.28702998499827,1043673.57442166,574072.507325401,N,meas regen
1043666.10071661,574076.428775434,r154,y38,cr_1,164,Hw,-1.8,8.6,LL,15.1,NA,Y,Y,2,1,1,N,-,Y,S,NA,NA,1,NA,1,NA,8.44002592428612,NA,NA,NA,regen,4,4,NA,16.35978259,297.685978306168,310,32.8,8.24584971986646,1043673.57442166,574072.507325401,N,meas regen
1043668.66269595,574079.631189396,r155,y22,cr_1,164,Hw,2.3,8.7,LS,9.3,NA,Y,Y,0,0,0,N,-,N,S,NA,NA,NA,NA,1,forked with r156,8.6530045443126,NA,NA,NA,regen,0,IBLC,NA,16.35978259,325.414709958011,310,32.8,8.34173169335328,1043673.57442166,574072.507325401,N,meas regen
1043668.66269595,574079.631189396,r156,NA,cr_1,164,Hw,2.3,8.7,DS,6.1,NA,Y,-,NA,NA,NA,-,-,-,-,NA,NA,NA,NA,-,forked with r155,8.6530045443126,NA,NA,NA,regen,NA,DI,NA,16.35978259,325.414709958011,310,32.8,8.34173169335328,1043673.57442166,574072.507325401,N,meas regen
1043665.52228888,574076.783593202,r157,NA,cr_1,164,Hw,-1.9,9.3,DS,5.1,NA,Y,-,NA,NA,NA,-,-,-,-,NA,NA,NA,NA,-,NA,9.1171985121966,NA,NA,NA,regen,NA,DI,NA,16.35978259,297.971550681946,310,32.8,8.9170235342742,1043673.57442166,574072.507325401,N,meas regen
1043665.41215465,574077.398169702,r158,y17,cr_1,164,Hw,-1.5,9.8,LS,6,NA,N,-,0,0,0,-,-,-,S,NA,NA,NA,NA,1,NA,9.5154064901474,NA,NA,NA,regen,0,0,NA,16.35978259,300.930113086235,310,32.8,9.39643340170829,1043673.57442166,574072.507325401,N,meas regen
1043668.87387442,574079.584530351,r159,y6,cr_1,164,Hw,2.4,8.5,LS,21.5,20.7,Y,Y,1,0,0,N,-,Y,C,NA,NA,NA,NA,1,NA,8.49599754396318,NA,NA,NA,regen,1,1,20.2,16.35978259,326.40863059852,310,32.8,8.14996774637964,1043673.57442166,574072.507325401,N,meas regen
1043666.02759122,574080.667438244,r160,NA,cr_1,164,Fd,1.4,11.5,DS,25,NA,-,-,NA,NA,NA,-,-,-,-,NA,NA,NA,NA,-,NA,11.114949001475,NA,NA,NA,regen,NA,-,NA,16.35978259,317.23599540934,310,32.8,11.0264269509842,1043673.57442166,574072.507325401,N,meas regen
1043662.36215281,574080.871210225,r161,y37,cr_1,164,Hw,-0.8,14.5,LS,14.3,NA,Y,N,0,1,0,N,-,N,I,NA,NA,NA,NA,1,NA,13.9881929536681,NA,NA,NA,regen,1,1,NA,16.35978259,306.721402983068,310,32.8,13.9652977808943,1043673.57442166,574072.507325401,N,meas regen
1043662.62616749,574080.25805342,r162,y66,cr_1,164,Hw,-1.1,13.9,LS,18.8,15.6,Y,Y,0,0,0,N,-,N,C,NA,NA,NA,NA,1,NA,13.4140990847534,NA,NA,NA,regen,0,IBLC,15.1,16.35978259,305.296276870713,310,32.8,13.3689212076211,1043673.57442166,574072.507325401,N,meas regen
1043662.01703288,574080.76917805,r163,NA,cr_1,164,Dr,-1.1,14.7,LS,26,NA,-,-,NA,NA,NA,-,-,-,C,NA,NA,5,NA,2,NA,14.2067394124934,NA,NA,NA,regen,NA,-,NA,16.35978259,305.559255362209,310,32.8,14.1640899719853,1043673.57442166,574072.507325401,N,meas regen
1043662.03579558,574079.709108445,r164,NA,cr_1,164,Dr,-1.9,14,LS,9.8,NA,-,-,NA,NA,NA,-,-,-,I,NA,NA,-,NA,1,NA,13.6016753004466,NA,NA,NA,regen,NA,-,NA,16.35978259,301.970168384194,310,32.8,13.4683173031667,1043673.57442166,574072.507325401,N,meas regen
1043661.20622615,574083.66871807,r165,NA,cr_1,164,Fd,0.6,17.2,LS,28.1,NA,-,-,NA,NA,NA,-,-,-,C,NA,NA,7,NA,1,NA,16.6598003176536,NA,NA,NA,regen,NA,-,NA,16.35978259,312.063944528053,310,32.8,16.6489923606232,1043673.57442166,574072.507325401,N,meas regen
