Comment,Max_PDOP,Max_HDOP,Corr_Type,GPS_Date,Datafile,GNSS_Heigh,Vert_Prec,Horz_Prec,Std_Dev,pt_type,pt_id,site_id,Z,origin,plot_x_utm,plot_y_utm,stem_map,graph
ts.2.mi2,6.3000002,2.4000001,L1L2  Postprocessed Carrier Float,6/30/2023 0:00:00,mistletoe2.cor,198.975,1.1,0.5,0.519435,tran start,124,mi_2,198.97500000000582,r adj,1267903.131607527,475544.2385668211,Y,Y
ts.3.mi2,5.5999999,1.5,Postprocessed Code,6/30/2023 0:00:00,mistletoe2.cor,201.912,1,0.5,1.244079,tran start,129,mi_2,201.91229999999632,r adj,1267897.6296778647,475557.5917751469,Y,Y
ts.100.mk1,3.8,2.0999999,Postprocessed Code,7/7/2023 0:00:00,mistletoe3.cor,252.757,1,0.5,0.561144,tran start,100,mk_1,252.75680000000284,r adj,1248460.9486053942,480757.21789943613,Y,Y
ts.102.mk1,6.4000001,2.8,Postprocessed Code,7/7/2023 0:00:00,mistletoe3.cor,255.434,1.5,0.9,1.147207,tran start,102,mk_1,255.43409999999858,r adj,1248487.2543469837,480757.0507099279,Y,Y
ts.110.mk2,5.0999999,2.7,L1L2  Postprocessed Carrier Float,7/21/2023 0:00:00,mistletoe5.cor,395.472,0.8,0.4,0.518472,tran start,110,mk_2,395.4716000000044,r adj,1247619.7118693022,483354.4879164068,Y,Y
ts.109.mk2,5.3000002,3,Postprocessed Code,7/21/2023 0:00:00,mistletoe5.cor,391.462,0.6,0.5,0.735873,tran start,109,mk_2,391.4616999999998,r adj,1247637.032037292,483357.45192217943,Y,Y
ts.103.mk2,6.0999999,3.7,Postprocessed Code,7/21/2023 0:00:00,mistletoe5.cor,393.662,1.1,0.7,2.688099,tran start,103,mk_2,393.6622000000061,r adj,1247648.353147475,483357.3340355199,Y,Y
ts.121.mk3,5.6999998,2.8,Postprocessed Code,7/24/2023 0:00:00,mistletoe5.cor,199.442,0.7,0.4,0.892916,tran start,121,mk_3,199.44199999999546,r adj,1249938.1108908763,479319.52149726887,Y,Y
ts.120.mk3,6,5,Postprocessed Code,7/24/2023 0:00:00,mistletoe5.cor,195.397,0.3,0.3,1.004288,tran start,120,mk_3,195.3966999999975,r adj,1249932.4502798582,479307.3113305479,Y,Y
ts.115.mk3,3.5,1.8,Postprocessed Code,7/24/2023 0:00:00,mistletoe5.cor,193.379,0.4,0.3,0.88995899999999994,tran start,115,mk_3,193.37880000000587,r adj,1249927.0752924585,479293.41122426576,Y,Y
ts.136.mi1,6.9000001,5.0999999,Postprocessed Code,8/4/2023 0:00:00,mistletoe6.cor,198.012,1.2,0.8,1.143828,tran start,136,mi_1,198.0121000000072,r adj,1264044.8826067888,476892.0718765159,Y,Y
ts.166.cr1,5.4000001,3.3,Postprocessed Code,8/12/2023 0:00:00,mistletoe7.cor,103.059,0.8,0.6,1.597858,tran start,166,cr_1,103.05860000000393,r adj,1043648.7328795416,574052.9658324696,Y,Y
ts.165.cr1,4.5999999,2.2,Postprocessed Code,8/12/2023 0:00:00,mistletoe7.cor,94.758,0.9,0.6,1.620118,tran start,165,cr_1,94.75819999999658,r adj,1043662.4299748717,574064.7364059482,Y,Y
ts.164.cr1,10,4.6999998,Postprocessed Code,8/12/2023 0:00:00,mistletoe7.cor,100.548,0.8,0.5,1.378511,tran start,164,cr_1,100.54839999999967,r adj,1043673.574421662,574072.5073254007,Y,Y
ts.219.cr2,8.3999996,2.2,Postprocessed Code,8/26/2023 0:00:00,mistletoe8.cor,130.238,1.1,0.7,1.118786,tran start,219,cr_2,130.2378000000026,r adj,1041567.168150247,579390.5966310007,Y,Y
ts.221.cr2,10.3000002,4.4000001,L1L2  Postprocessed Carrier Float,8/26/2023 0:00:00,mistletoe8.cor,136.628,1.1,0.7,0.843787,tran start,221,cr_2,136.62780000000203,r adj,1041583.8224382744,579385.4917761117,Y,Y
ts.222.cr2,12.6999998,4,Postprocessed Code,8/26/2023 0:00:00,mistletoe8.cor,128.333,1.5,0.9,1.895627,tran start,222,cr_2,128.33310000000347,r adj,1041597.976516316,579379.9845116884,Y,Y
ts.258.ph1,4.3000002,2.5,L1L2  Postprocessed Carrier Float,8/31/2023 0:00:00,mistletoe8.cor,260.509,0.9,0.7,0.828031,tran start,258,ph_1,260.50930000000517,r adj,1048581.8787084064,451609.97487779416,Y,Y
ts.259.ph1,5.5,3.5999999,Postprocessed Code,8/31/2023 0:00:00,mistletoe8.cor,268.705,1.6,1.2,1.405187,tran start,259,ph_1,268.7051999999967,r adj,1048574.0272108933,451623.62162892317,Y,Y
ts.266.ph1,70.1999969,25.7000008,Postprocessed Code,8/31/2023 0:00:00,mistletoe8.cor,273.072,2.6,1.5,0.636763,tran start,266,ph_1,273.07240000000456,r adj,1048576.4471237443,451645.0164046443,Y,Y
ts.324.cr3,6.6999998,3.7,Postprocessed Code,7/19/2024 0:00:00,mistletoecr3.cor,91.338,0.9,0.6,1.624804,tran start,324,cr_3,91.33779999999388,r adj,1040204.5218197774,583733.5975198951,Y,Y
ts.252.cr3,9.8000002,5.5,Postprocessed Code,7/19/2024 0:00:00,mistletoecr3.cor,84.684,1.2,0.9,0.78322,tran start,252,cr_3,84.68409999999858,r adj,1040225.4422681258,583740.8530874392,Y,Y
ts.249.cr3,4.3000002,2.5999999,L1  Postprocessed Carrier Float,7/19/2024 0:00:00,mistletoecr3.cor,83.358,0.9,0.6,0.79277,tran start,249,cr_3,83.35839999999735,r adj,1040237.6423148344,583738.7095976312,Y,Y
ts.250.ph2,4.6999998,2.4000001,Postprocessed Code,6/11/2024 0:00:00,mistletoe11.cor,68.953,0.6,0.5,0.8312,tran start,250,ph_2,68.95260000000417,diff gps,1046844.2863104146,455066.29058165225,Y,Y
ts.101.mk1,5.6999998,2.4000001,Postprocessed Code,7/7/2023 0:00:00,mistletoe3.cor,247.18,1.4,0.8,1.002424,tran start,101,mk_1,247.17979999999807,diff gps,1248468.4830683658,480760.6240633593,Y,Y
ts.250.ph2,4.6999998,2.4000001,Postprocessed Code,6/11/2024 0:00:00,mistletoe11.cor,68.953,0.6,0.5,0.8312,tran end,250,ph_2,68.95260000000417,r adj,1046831.9990297502,455074.8942281975,N,Y
ts.101.mk1,5.6999998,2.4000001,Postprocessed Code,7/7/2023 0:00:00,mistletoe3.cor,247.18,1.4,0.8,1.002424,tran end,101,mk_1,247.17979999999807,r adj,1248468.4830683658,480739.3240633593,N,Y
ed.2.mi2,6,4.5,L1  Postprocessed Carrier Float,6/30/2023 0:00:00,mistletoe2.cor,206.381,0.5,0.4,1.284625,stem map,20,mi_2,206.3813999999984,diff gps,1267890.9908089312,475568.3372711236,Y,Y
