SITE_IDENTIFIER,schedule,IP_UTM,IP_NRTH,IP_EAST,BC_ALBERS_X,BC_ALBERS_Y,Longitude,Latitude,TSA,TSA_DESC,TFL,FIZ,BEC_ZONE,BEC_SBZ,BEC_VAR,owner,SAMPLE_ESTABLISHMENT_TYPE,TOTAL_PERIOD,MGMT_UNIT,OWN_SCHED_DESCRIP,GRID_BASE,GRID_SIZE,SITE_STATUS_CODE
4045251,C,10,6141854,448546,1138113.04467112,1160268.73422344,-123.812891316925,55.4202088967382,16,MacKenzie TSA,,I,ESSF,mv,3,62,PSP_G,13,TSA16_MacKenzie,Crown - Forest Management Unit,,,A
4045252,C,10,6130620,432364,1122461.38271229,1148322.71930034,-124.065781276535,55.3173136070196,16,MacKenzie TSA,,I,SBS,mk,1,62,PSP_G,13,TSA16_MacKenzie,Crown - Forest Management Unit,,,A
4045253,C,10,6128477,432050,1122239.79002809,1146161.89314028,-124.070209624817,55.2980167899228,16,MacKenzie TSA,,I,SBS,mk,1,62,PSP_G,20,TSA16_MacKenzie,Crown - Forest Management Unit,,,A
4045254,C,10,6128380,431974,1122168.17054205,1146061.45469245,-124.071382903709,55.2971348098351,16,MacKenzie TSA,,I,SBS,mk,1,62,PSP_G,37,TSA16_MacKenzie,Crown - Forest Management Unit,,,A
4045255,C,10,6128281,431860,1122058.75812936,1145957.39372621,-124.073154000274,55.2962295935769,16,MacKenzie TSA,,I,SBS,mk,1,62,PSP_G,42,TSA16_MacKenzie,Crown - Forest Management Unit,,,A
4045256,C,10,6128113,431873,1122078.88169905,1145789.59779427,-124.072908571555,55.294722011798,16,MacKenzie TSA,,I,SBS,mk,1,62,PSP_G,20,TSA16_MacKenzie,Crown - Forest Management Unit,,,A
4045257,C,10,6127944,431885,1122098.05106621,1145620.75711749,-124.072678664798,55.293205306377,16,MacKenzie TSA,,I,SBS,mk,1,62,PSP_G,20,TSA16_MacKenzie,Crown - Forest Management Unit,,,A
4045258,C,10,6128884,432148,1122320.11746404,1146573.91327956,-124.068764727696,55.3016869582537,16,MacKenzie TSA,,I,SBS,mk,1,62,PSP_G,42,TSA16_MacKenzie,Crown - Forest Management Unit,,,A
4045259,C,10,6128990,432182,1122349.48762936,1146681.5816867,-124.068254875717,55.3026439898418,16,MacKenzie TSA,,I,SBS,mk,1,62,PSP_G,20,TSA16_MacKenzie,Crown - Forest Management Unit,,,A
4045260,C,10,6125548,430614,1120933.3160797,1143165.6367226,-124.092099296394,55.2715013506786,16,MacKenzie TSA,,I,SBS,mk,1,62,PSP_G,13,TSA16_MacKenzie,Crown - Forest Management Unit,,,IA
4045261,C,10,6125527,424191,1114531.88423688,1142870.95265188,-124.193164838846,55.2703667589143,16,MacKenzie TSA,,I,SBS,mk,1,62,PSP_G,31,TSA16_MacKenzie,Crown - Forest Management Unit,,,A
4045262,C,10,6125469,424087,1114430.69406475,1142808.40016659,-124.194785663907,55.2698296787967,16,MacKenzie TSA,,I,SBS,mk,1,62,PSP_G,20,TSA16_MacKenzie,Crown - Forest Management Unit,,,IA
4045263,C,10,6125404,423894,1114241.08966101,1142735.04007781,-124.197804952122,55.2692159572715,16,MacKenzie TSA,,I,SBS,mk,1,62,PSP_G,20,TSA16_MacKenzie,Crown - Forest Management Unit,,,IA
4045264,C,10,6125336,423752,1114102.44882793,1142660.84723741,-124.200020872052,55.268583099736,16,MacKenzie TSA,,I,SBS,mk,1,62,PSP_G,20,TSA16_MacKenzie,Crown - Forest Management Unit,,,IA
4045265,C,10,6125270,423603,1113956.74532999,1142588.36013801,-124.202347403757,55.2679670856602,16,MacKenzie TSA,,I,SBS,mk,1,62,PSP_G,20,TSA16_MacKenzie,Crown - Forest Management Unit,,,IA
4045266,C,10,6125200,423461,1113818.18997518,1142512.16302162,-124.204562637246,55.2673161781483,16,MacKenzie TSA,,I,SBS,mk,1,62,PSP_G,42,TSA16_MacKenzie,Crown - Forest Management Unit,,,A
4045267,C,10,6125120,423322,1113683.05164712,1142426.07298471,-124.206727872963,55.266575856983,16,MacKenzie TSA,,I,SBS,mk,1,62,PSP_G,37,TSA16_MacKenzie,Crown - Forest Management Unit,,,A
4045268,C,10,6125048,424902,1115261.02612434,1142421.25894818,-124.181849227968,55.2661721968969,16,MacKenzie TSA,,I,SBS,mk,1,62,PSP_G,20,TSA16_MacKenzie,Crown - Forest Management Unit,,,IA
4045269,C,10,6124871,424991,1115357.28988707,1142247.68415061,-124.180401773159,55.2645955559259,16,MacKenzie TSA,,I,SBS,mk,1,62,PSP_G,20,TSA16_MacKenzie,Crown - Forest Management Unit,,,IA
4045270,C,10,6124737,425068,1115439.7579061,1142116.68712152,-124.179154665826,55.2634033909039,16,MacKenzie TSA,,I,SBS,mk,1,62,PSP_G,20,TSA16_MacKenzie,Crown - Forest Management Unit,,,A
4045271,C,10,6124613,425137,1115513.8250739,1141995.3698582,-124.178036149135,55.2622998394062,16,MacKenzie TSA,,I,SBS,mk,1,62,PSP_G,42,TSA16_MacKenzie,Crown - Forest Management Unit,,,A
4045272,C,10,6126089,429669,1119968.27832363,1143667.51504412,-124.107105235834,55.2762279533394,16,MacKenzie TSA,,I,SBS,mk,1,62,PSP_G,20,TSA16_MacKenzie,Crown - Forest Management Unit,,,A
4045273,C,10,6126151,429792,1120088.23878393,1143734.88314531,-124.1051849236,55.2768025192887,16,MacKenzie TSA,,I,SBS,mk,1,62,PSP_G,20,TSA16_MacKenzie,Crown - Forest Management Unit,,,IA
4045274,C,10,6126228,429920,1120212.54347309,1143817.49539113,-124.103189599399,55.277512531386,16,MacKenzie TSA,,I,SBS,mk,1,62,PSP_G,20,TSA16_MacKenzie,Crown - Forest Management Unit,,,IA
4045275,C,10,6131282,412928,1103059.64526876,1148157.41431385,-124.372164253044,55.3202056427954,16,MacKenzie TSA,,I,ESSF,mv,3,62,PSP_G,13,TSA16_MacKenzie,Crown - Forest Management Unit,,,A
4045276,C,10,6131069,413246,1103385.71078489,1147957.55314541,-124.367088648272,55.3183483497533,16,MacKenzie TSA,,I,ESSF,mv,3,62,PSP_G,13,TSA16_MacKenzie,Crown - Forest Management Unit,,,A
4045277,C,10,6132938,411401,1101466.87209992,1149751.5950769,-124.396743401798,55.3348093535479,16,MacKenzie TSA,,I,SBS,mk,1,62,PSP_G,0,TSA16_MacKenzie,Crown - Forest Management Unit,,,IA
4045278,C,10,6126990,414753,1105061.96882674,1143934.52556965,-124.342110644726,55.2819679971429,16,MacKenzie TSA,,I,SBS,mk,1,62,PSP_G,13,TSA16_MacKenzie,Crown - Forest Management Unit,,,IA
4045279,B,10,6136720,481915,1171596.2410224,1156540.27762114,-123.28539575334,55.3764430974603,16,MacKenzie TSA,,I,SBS,mk,2,79,PSP_G,0,TSA16_MacKenzie,Crown Tenure - Community Forest Agreement/Schedule B,,,IA
4045280,C,10,6129415,481252,1171246.06109957,1149191.65744443,-123.295369430955,55.3107770186146,16,MacKenzie TSA,,I,SBS,wk,2,62,PSP_G,13,TSA16_MacKenzie,Crown - Forest Management Unit,,,A
4045281,C,10,6135463,481898,1171632.76562769,1155279.89349727,-123.285582667114,55.3651473709404,16,MacKenzie TSA,,I,SBS,mk,2,62,PSP_G,0,TSA16_MacKenzie,Crown - Forest Management Unit,,,A
4045282,B,10,6138406,487693,1177284.52344435,1158474.52208088,-123.194289270138,55.3917719785375,16,MacKenzie TSA,,I,SBS,mk,2,79,PSP_G,29,TSA16_MacKenzie,Crown Tenure - Community Forest Agreement/Schedule B,,,A
4045283,B,10,6138386,487765,1177357.14980792,1158457.52766119,-123.193151745166,55.3915940631637,16,MacKenzie TSA,,I,SBS,mk,2,79,PSP_G,8,TSA16_MacKenzie,Crown Tenure - Community Forest Agreement/Schedule B,,,IA
4045284,B,10,6138350,487807,1177400.54994994,1158423.22940724,-123.192487131455,55.3912716200722,16,MacKenzie TSA,,I,SBS,mk,2,79,PSP_G,10,TSA16_MacKenzie,Crown Tenure - Community Forest Agreement/Schedule B,,,IA
4045285,U,10,6139118,490053,1179606.90482508,1159287.91892762,-123.157057742557,55.3982233815075,16,MacKenzie TSA,,I,SBS,mk,2,69,PSP_G,10,TSA16_MacKenzie,Crown - Watershed Reserve,,,IA
4045286,U,10,6138009,494977,1184562.73563175,1158384.89740968,-123.079290628591,55.3883332198987,16,MacKenzie TSA,,I,ESSF,wk,2,69,PSP_G,15,TSA16_MacKenzie,Crown - Watershed Reserve,,,A
4045287,U,10,6137705,494334,1183934.65835233,1158053.05559009,-123.089434535201,55.3855945235279,16,MacKenzie TSA,,I,SBS,wk,2,69,PSP_G,0,TSA16_MacKenzie,Crown - Watershed Reserve,,,IA
4045288,C,10,6124686,502541,1192669.27538172,1145353.2113595,-122.960009720084,55.2686327747116,16,MacKenzie TSA,,I,SBS,wk,2,62,PSP_G,0,TSA16_MacKenzie,Crown - Forest Management Unit,,,IA
4045289,C,10,6124508,502869,1193003.80792328,1145188.68856444,-122.954849469159,55.2670314631637,16,MacKenzie TSA,,I,ESSF,wk,2,62,PSP_G,0,TSA16_MacKenzie,Crown - Forest Management Unit,,,IA
4045292,C,10,6109351,498862,1189653.53165639,1129829.45337551,-123.017848121812,55.1308357911009,16,MacKenzie TSA,,I,SBS,mk,1,62,PSP_G,50,TSA16_MacKenzie,Crown - Forest Management Unit,,,A
4045293,C,10,6109114,498831,1189632.70203672,1129590.625227,-123.018333342606,55.1287059828424,16,MacKenzie TSA,,I,SBS,mk,1,62,PSP_G,30,TSA16_MacKenzie,Crown - Forest Management Unit,,,IA
4045294,C,10,6108855,498844,1189656.66774207,1129331.60893986,-123.01812841016,55.1263785793684,16,MacKenzie TSA,,I,SBS,mk,1,62,PSP_G,30,TSA16_MacKenzie,Crown - Forest Management Unit,,,A
4045295,C,10,6108618,498830,1189652.78419686,1129093.49922421,-123.018346981984,55.1242488088548,16,MacKenzie TSA,,I,SBS,mk,1,62,PSP_G,30,TSA16_MacKenzie,Crown - Forest Management Unit,,,IA
4045296,C,10,6107419,499574,1190445.37587473,1127923.32785078,-123.006678385552,55.1134754992451,16,MacKenzie TSA,,I,SBS,mk,1,62,PSP_G,30,TSA16_MacKenzie,Crown - Forest Management Unit,,,IA
4045297,C,10,6107440,499768,1190637.86720082,1127952.57414153,-123.003637072195,55.1136643392827,16,MacKenzie TSA,,I,SBS,mk,1,62,PSP_G,30,TSA16_MacKenzie,Crown - Forest Management Unit,,,IA
4045298,,,,,,,,,16,MacKenzie TSA,,I,SBS,wk,2,,PSP_G,0,TSA16_MacKenzie,,,,IA
4045299,C,10,6108119,505073,1195897.16937101,1128857.2396515,-122.920458320082,55.1197400972435,16,MacKenzie TSA,,I,SBS,wk,2,62,PSP_G,30,TSA16_MacKenzie,Crown - Forest Management Unit,,,IA
4045300,C,10,6108251,504937,1195755.99285083,1128983.78259569,-122.92258842455,55.1209276533746,16,MacKenzie TSA,,I,SBS,wk,2,62,PSP_G,30,TSA16_MacKenzie,Crown - Forest Management Unit,,,IA
4045301,C,10,6108345,504853,1195668.26571982,1129074.4392692,-122.923903927401,55.1217731888365,16,MacKenzie TSA,,I,SBS,wk,2,62,PSP_G,30,TSA16_MacKenzie,Crown - Forest Management Unit,,,IA
4045302,C,10,6108505,504708,1195516.92802139,1129228.66300052,-122.926174904159,55.1232123844467,16,MacKenzie TSA,,I,SBS,wk,2,62,PSP_G,30,TSA16_MacKenzie,Crown - Forest Management Unit,,,IA
4045303,C,10,6106254,500974,1191890.43464081,1126814.95216449,-122.984734631114,55.1030057322759,16,MacKenzie TSA,,I,SBS,wk,2,62,PSP_G,30,TSA16_MacKenzie,Crown - Forest Management Unit,,,IA
4045304,C,10,6106136,501050,1191971.20739471,1126699.90582955,-122.983543929207,55.1019451974894,16,MacKenzie TSA,,I,SBS,wk,2,62,PSP_G,30,TSA16_MacKenzie,Crown - Forest Management Unit,,,IA
4045305,C,10,6106250,501186,1192101.93079866,1126819.9033503,-122.981412000946,55.1029693255944,16,MacKenzie TSA,,I,SBS,wk,2,62,PSP_G,30,TSA16_MacKenzie,Crown - Forest Management Unit,,,A
4045306,B,10,6104758,501630,1192607.91950842,1125343.39868327,-122.974461804493,55.0895605391291,16,MacKenzie TSA,,I,SBS,wk,2,79,PSP_G,10,TSA16_MacKenzie,Crown Tenure - Community Forest Agreement/Schedule B,,,IA
4045307,B,10,6104540,501691,1192677.9889948,1125127.49862942,-122.9735073758,55.0876013240413,16,MacKenzie TSA,,I,SBS,wk,2,79,PSP_G,10,TSA16_MacKenzie,Crown Tenure - Community Forest Agreement/Schedule B,,,IA
4045310,U,10,6107820,505421,1196256.76793553,1128572.28758454,-122.915007594547,55.1170495291586,16,MacKenzie TSA,,I,SBS,wk,2,69,PSP_G,42,TSA16_MacKenzie,Crown - Misc. Reserves,,,A
4045311,U,10,6107865,505563,1196396.4052,1128623.38485091,-122.912780388824,55.1174523367054,16,MacKenzie TSA,,I,SBS,wk,2,69,PSP_G,42,TSA16_MacKenzie,Crown - Misc. Reserves,,,A
4045312,U,10,6107926,505761,1196591.18492221,1128692.88270498,-122.90967480911,55.1179982356397,16,MacKenzie TSA,,I,SBS,wk,2,69,PSP_G,50,TSA16_MacKenzie,Crown - Misc. Reserves,,,A
4045313,U,10,6107803,505991,1196825.68034583,1128579.32979711,-122.906071298871,55.1168902024971,16,MacKenzie TSA,,I,SBS,wk,2,69,PSP_G,30,TSA16_MacKenzie,Crown - Misc. Reserves,,,IA
4045314,U,10,6107760,506107,1196943.13887567,1128541.13595508,-122.904253542931,55.1165023789671,16,MacKenzie TSA,,I,SBS,wk,2,69,PSP_G,42,TSA16_MacKenzie,Crown - Misc. Reserves,,,A
4045315,U,10,6110324,513333,1204037.29751162,1131415.87182915,-122.790843457368,55.1394012474948,16,MacKenzie TSA,,I,SBS,wk,2,69,PSP_G,10,TSA16_MacKenzie,Crown - Misc. Reserves,,,A
4045316,U,10,6108151,513008,1203805.61920091,1129224.40848942,-122.796041296226,55.1198829374311,16,MacKenzie TSA,,I,SBS,wk,2,69,PSP_G,10,TSA16_MacKenzie,Crown - Misc. Reserves,,,A
4045317,U,10,6110036,513742,1204457.23194755,1131144.50788629,-122.784441416694,55.1368020576022,16,MacKenzie TSA,,I,SBS,wk,2,69,PSP_G,10,TSA16_MacKenzie,Crown - Misc. Reserves,,,A
4045318,U,10,6110544,513959,1204651.96919437,1131662.77539049,-122.781012566905,55.1413609542783,16,MacKenzie TSA,,I,SBS,wk,2,69,PSP_G,10,TSA16_MacKenzie,Crown - Misc. Reserves,,,A
4045319,C,10,6110434,514232,1204928.77519466,1131564.05844782,-122.776735323193,55.1403647092888,16,MacKenzie TSA,,I,SBS,wk,2,62,PSP_G,10,TSA16_MacKenzie,Crown - Forest Management Unit,,,A
4045320,U,10,6108829,507071,1197858.66362793,1129653.19298011,-122.889113227077,55.126095840557,16,MacKenzie TSA,,I,SBS,wk,2,69,PSP_G,0,TSA16_MacKenzie,Crown - Misc. Reserves,,,IA
4045321,C,10,6112852,512956,1203554.12653261,1133933.4659287,-122.79664195403,55.1621282160012,16,MacKenzie TSA,,I,SBS,wk,2,62,PSP_G,0,TSA16_MacKenzie,Crown - Forest Management Unit,,,IA
4045322,C,10,6113188,512748,1203332.51491072,1134261.41677125,-122.799891592126,55.1651529548306,16,MacKenzie TSA,,I,SBS,wk,2,62,PSP_G,0,TSA16_MacKenzie,Crown - Forest Management Unit,,,IA
4045323,N,10,6129992,521338,1211182.01392632,1151464.09414598,-122.663782727112,55.3158563593294,16,MacKenzie TSA,,I,SBS,wk,2,60,PSP_G,0,TSA16_MacKenzie,Crown - Conservancy Area/Ecological Reserve/Protected Area/Provincial Park,,,A
4045324,N,10,6129525,520840,1210705.39447862,1150975.0950678,-122.671664110165,55.3116813282284,16,MacKenzie TSA,,I,SBS,wk,2,60,PSP_G,0,TSA16_MacKenzie,Crown - Conservancy Area/Ecological Reserve/Protected Area/Provincial Park,,,IA
4045325,C,10,6132304,521932,1211676.031178,1153806.07533136,-122.654242618297,55.3366053541221,16,MacKenzie TSA,,I,ESSF,wk,2,62,PSP_G,0,TSA16_MacKenzie,Crown - Forest Management Unit,,,IA
4045326,C,10,6131498,521396,1211175.91419376,1152975.7554201,-122.662753991376,55.3293864364195,16,MacKenzie TSA,,I,ESSF,wk,2,62,PSP_G,0,TSA16_MacKenzie,Crown - Forest Management Unit,,,IA
4045327,C,10,6105515,503082,1194023.13544783,1126163.41733852,-122.951704250858,55.0963562596818,16,MacKenzie TSA,,I,SBS,wk,2,62,PSP_G,30,TSA16_MacKenzie,Crown - Forest Management Unit,,,IA
4045328,C,10,6105738,503175,1194106.36437734,1126390.83567763,-122.9502444283,55.0983596122088,16,MacKenzie TSA,,I,SBS,wk,2,62,PSP_G,30,TSA16_MacKenzie,Crown - Forest Management Unit,,,IA
4045329,C,10,6105816,503047,1193975.457019,1126463.59785643,-122.952249485942,55.0990613440948,16,MacKenzie TSA,,I,SBS,wk,2,62,PSP_G,30,TSA16_MacKenzie,Crown - Forest Management Unit,,,IA
4045330,B,10,6105080,503174,1194133.32633513,1125731.3515055,-122.950267439609,55.0924466487871,16,MacKenzie TSA,,I,SBS,wk,2,77,PSP_G,30,TSA16_MacKenzie,Crown Tenure - Woodlot Licence/Schedule B,,,IA
4045331,B,10,6104921,503201,1194166.99646959,1125573.14385415,-122.949846172375,55.0910176565499,16,MacKenzie TSA,,I,SBS,wk,2,77,PSP_G,30,TSA16_MacKenzie,Crown Tenure - Woodlot Licence/Schedule B,,,IA
4045332,B,10,6104638,503245,1194222.88134689,1125291.38260797,-122.949159999454,55.0884742522336,16,MacKenzie TSA,,I,SBS,wk,2,77,PSP_G,30,TSA16_MacKenzie,Crown Tenure - Woodlot Licence/Schedule B,,,IA
4045333,B,10,6104383,503294,1194282.56055282,1125037.89389782,-122.948395258658,55.0861824259606,16,MacKenzie TSA,,I,SBS,wk,2,77,PSP_G,30,TSA16_MacKenzie,Crown Tenure - Woodlot Licence/Schedule B,,,IA
4045334,B,10,6105211,503085,1194039.04308464,1125858.87790617,-122.951660536161,55.0936244127907,16,MacKenzie TSA,,I,SBS,wk,2,77,PSP_G,30,TSA16_MacKenzie,Crown Tenure - Woodlot Licence/Schedule B,,,IA
4045335,B,10,6105251,502936,1193888.81726076,1125892.66944933,-122.953994832507,55.093984768002,16,MacKenzie TSA,,I,SBS,wk,2,77,PSP_G,30,TSA16_MacKenzie,Crown Tenure - Woodlot Licence/Schedule B,,,IA
4045336,B,10,6105354,502624,1193573.43277083,1125982.71105174,-122.958882713683,55.0949121028339,16,MacKenzie TSA,,I,SBS,wk,2,77,PSP_G,30,TSA16_MacKenzie,Crown Tenure - Woodlot Licence/Schedule B,,,IA
4045337,B,10,6105382,502463,1193411.75494393,1126003.96890661,-122.961405291949,55.0951645439829,16,MacKenzie TSA,,I,SBS,wk,2,77,PSP_G,30,TSA16_MacKenzie,Crown Tenure - Woodlot Licence/Schedule B,,,IA
4045338,C,10,6104252,505020,1196008.63548777,1124979.53207178,-122.921357584914,55.0849907659297,16,MacKenzie TSA,,I,SBS,wk,2,62,PSP_G,50,TSA16_MacKenzie,Crown - Forest Management Unit,,,A
4045339,C,10,6104347,504866,1195851.08909327,1125068.23424977,-122.923768495035,55.0858459968435,16,MacKenzie TSA,,I,SBS,wk,2,62,PSP_G,30,TSA16_MacKenzie,Crown - Forest Management Unit,,,IA
4045340,C,10,6104438,504644,1195625.92892351,1125150.05461182,-122.927244893551,55.0866658757543,16,MacKenzie TSA,,I,SBS,wk,2,62,PSP_G,30,TSA16_MacKenzie,Crown - Forest Management Unit,,,IA
4045341,C,10,6104529,504333,1195312.05180096,1125228.11448739,-122.932115777982,55.0874864404009,16,MacKenzie TSA,,I,SBS,wk,2,62,PSP_G,30,TSA16_MacKenzie,Crown - Forest Management Unit,,,IA
4045342,C,10,6104602,504122,1195098.62130161,1125292.35963235,-122.935420412216,55.0881442365729,16,MacKenzie TSA,,I,SBS,wk,2,62,PSP_G,30,TSA16_MacKenzie,Crown - Forest Management Unit,,,IA
4045343,B,10,6104668,503890,1194864.55497653,1125348.701941,-122.939054263931,55.0887392041119,16,MacKenzie TSA,,I,SBS,wk,2,77,PSP_G,30,TSA16_MacKenzie,Crown Tenure - Woodlot Licence/Schedule B,,,IA
4045344,B,10,6104828,503772,1194740.13197695,1125504.06694874,-122.940900882004,55.0901779204327,16,MacKenzie TSA,,I,SBS,wk,2,77,PSP_G,31,TSA16_MacKenzie,Crown Tenure - Woodlot Licence/Schedule B,,,IA
4045345,B,10,6104952,503670,1194633.18766391,1125624.02898985,-122.942497402491,55.0912929842521,16,MacKenzie TSA,,I,SBS,wk,2,77,PSP_G,30,TSA16_MacKenzie,Crown Tenure - Woodlot Licence/Schedule B,,,IA
4045346,B,10,6105110,503554,1194510.84317485,1125777.47393646,-122.944312949153,55.0927136609432,16,MacKenzie TSA,,I,SBS,wk,2,77,PSP_G,30,TSA16_MacKenzie,Crown Tenure - Woodlot Licence/Schedule B,,,IA
4045347,C,10,6103570,513648,1204638.15154728,1124660.39594764,-122.786226296294,55.0786998954842,16,MacKenzie TSA,,I,SBS,wk,1,62,PSP_G,10,TSA16_MacKenzie,Crown - Forest Management Unit,,,IA
4045348,C,10,6103153,513882,1204889.1178043,1124252.35886173,-122.782581418349,55.0749461442557,16,MacKenzie TSA,,I,SBS,wk,1,62,PSP_G,28,TSA16_MacKenzie,Crown - Forest Management Unit,,,A
4045349,C,10,6057055,526798,1219721.64752638,1078597.00068879,-122.58457779454,54.6601628884321,24,Prince George TSA,,I,SBS,wk,1,62,PSP_G,0,TSA24_PrinceGeorge,Crown - Forest Management Unit,,,A
4045352,C,10,6068442,552329,1244686.17559212,1091085.27657504,-122.186785093525,54.7604825247815,24,Prince George TSA,,I,SBS,vk,,62,PSP_G,0,TSA24_PrinceGeorge,Crown - Forest Management Unit,,,A
4045353,C,10,6069210,552897,1245219.7233788,1091878.88053356,-122.177819257215,54.7673241635165,24,Prince George TSA,,I,SBS,vk,,62,PSP_G,0,TSA24_PrinceGeorge,Crown - Forest Management Unit,,,A
4045354,C,10,6052400,560707,1253718.02011471,1075360.56520941,-122.059943128718,54.615391753766,24,Prince George TSA,,I,ESSF,wk,2,62,PSP_G,24,TSA24_PrinceGeorge,Crown - Forest Management Unit,,,A
4045355,C,10,6052112,560309,1253333.55505183,1075055.17713013,-122.066164561605,54.6128515290259,24,Prince George TSA,,I,SBS,vk,,62,PSP_G,0,TSA24_PrinceGeorge,Crown - Forest Management Unit,,,A
4045356,C,10,6057398,564890,1257675.06845108,1080545.59093773,-121.994071435853,54.6597815193458,24,Prince George TSA,,I,ESSF,wk,2,62,PSP_G,0,TSA24_PrinceGeorge,Crown - Forest Management Unit,,,A
4045357,C,10,6056974,564127,1256932.57259946,1080088.55700611,-122.00599052773,54.6560692560162,24,Prince George TSA,,I,SBS,vk,,62,PSP_G,0,TSA24_PrinceGeorge,Crown - Forest Management Unit,,,A
4045358,C,10,6041276,551203,1244717.66376785,1063811.7102245,-122.209034400095,54.5164822261267,24,Prince George TSA,,I,SBS,wk,1,62,PSP_G,10,TSA24_PrinceGeorge,Crown - Forest Management Unit,,,A
4045359,C,10,6040490,560001,1253520.28276561,1063394.57706282,-122.073304214661,54.5084541179386,24,Prince George TSA,,I,ESSF,wk,2,62,PSP_G,24,TSA24_PrinceGeorge,Crown - Forest Management Unit,,,A
4045360,C,10,6040363,560904,1254425.71965804,1063305.32413599,-122.059385960991,54.50720523377,24,Prince George TSA,,I,ESSF,wk,2,62,PSP_G,24,TSA24_PrinceGeorge,Crown - Forest Management Unit,,,A
4045361,C,10,6044848,562254,1255580.74152226,1067857.05168723,-122.037592022668,54.5473428518582,24,Prince George TSA,,I,SBS,wk,1,62,PSP_G,0,TSA24_PrinceGeorge,Crown - Forest Management Unit,,,A
4045362,C,10,6043867,561967,1255336.3591085,1066861.8074033,-122.042234659132,54.5385629462168,24,Prince George TSA,,I,SBS,vk,,62,PSP_G,0,TSA24_PrinceGeorge,Crown - Forest Management Unit,,,A
4045363,C,10,6044176,561306,1254664.39823143,1067143.65793364,-122.052385218549,54.5414200294011,24,Prince George TSA,,I,SBS,vk,,62,PSP_G,0,TSA24_PrinceGeorge,Crown - Forest Management Unit,,,A
4045364,C,10,6033880,560632,1254430.10622868,1056796.5715111,-122.064916040569,54.4489815930581,24,Prince George TSA,,I,ESSF,wk,2,62,PSP_G,0,TSA24_PrinceGeorge,Crown - Forest Management Unit,,,A
4045365,C,10,6041729,561023,1254486.28949803,1064679.34726415,-122.057265747838,54.5194657060022,24,Prince George TSA,,I,ESSF,wk,2,62,PSP_G,24,TSA24_PrinceGeorge,Crown - Forest Management Unit,,,A
4045366,C,10,6041864,561322,1254778.57351736,1064827.23522678,-122.052619164735,54.5206427130126,24,Prince George TSA,,I,ESSF,wk,2,62,PSP_G,24,TSA24_PrinceGeorge,Crown - Forest Management Unit,,,A
4045367,C,10,6039552,583490,1276971.75160658,1063443.03318716,-121.710877176655,54.4967026224518,24,Prince George TSA,,I,ESSF,wk,2,62,PSP_G,0,TSA24_PrinceGeorge,Crown - Forest Management Unit,,,IA
4045368,C,10,6039941,583075,1276541.59938591,1063815.42253762,-121.717173708938,54.5002658932907,24,Prince George TSA,,I,ESSF,wk,2,62,PSP_G,0,TSA24_PrinceGeorge,Crown - Forest Management Unit,,,A
4045369,C,10,6106519,483677,1174637.1862242,1126348.86401832,-123.255841941627,55.1051194400683,16,MacKenzie TSA,,I,SBS,mk,1,62,PSP_G,10,TSA16_MacKenzie,Crown - Forest Management Unit,,,IA
4045370,C,10,6106486,483718,1174679.45898586,1126317.52770036,-123.255197437156,55.1048242439291,16,MacKenzie TSA,,I,SBS,mk,1,62,PSP_G,10,TSA16_MacKenzie,Crown - Forest Management Unit,,,IA
4045371,C,10,6106442,499124,1190038.32543093,1126925.16766568,-123.013730007452,55.104695333216,16,MacKenzie TSA,,I,SBS,mk,1,62,PSP_G,30,TSA16_MacKenzie,Crown - Forest Management Unit,,,IA
4045372,C,10,6106628,499044,1189950.67513333,1127108.19307709,-123.014984514715,55.1063666306381,16,MacKenzie TSA,,I,SBS,mk,1,62,PSP_G,30,TSA16_MacKenzie,Crown - Forest Management Unit,,,IA
4045373,C,10,6106798,498968,1189867.69203991,1127275.35246907,-123.016176369291,55.1078941428439,16,MacKenzie TSA,,I,SBS,mk,1,62,PSP_G,50,TSA16_MacKenzie,Crown - Forest Management Unit,,,A
4045374,C,10,6106957,498890,1189783.18273552,1127431.40316414,-123.017399622599,55.1093227896822,16,MacKenzie TSA,,I,SBS,mk,1,62,PSP_G,30,TSA16_MacKenzie,Crown - Forest Management Unit,,,IA
4045375,C,10,6107168,498837,1189721.38406067,1127640.62439979,-123.018231278605,55.1112187684797,16,MacKenzie TSA,,I,SBS,mk,1,62,PSP_G,30,TSA16_MacKenzie,Crown - Forest Management Unit,,,A
4045376,C,10,6107361,498703,1189579.60763823,1127828.38199205,-123.020332753601,55.1129527831775,16,MacKenzie TSA,,I,SBS,mk,1,62,PSP_G,30,TSA16_MacKenzie,Crown - Forest Management Unit,,,IA
4045377,C,10,6107425,498955,1189828.08722055,1127903.17488838,-123.016382446402,55.1135284985189,16,MacKenzie TSA,,I,SBS,mk,1,62,PSP_G,30,TSA16_MacKenzie,Crown - Forest Management Unit,,,IA
4045378,C,10,6107402,499306,1190178.94965375,1127894.96208301,-123.010879769624,55.1133224302513,16,MacKenzie TSA,,I,SBS,mk,1,62,PSP_G,30,TSA16_MacKenzie,Crown - Forest Management Unit,,,IA
4045379,C,10,6107408,499369,1190241.49454283,1127903.63829708,-123.00989213817,55.1133764319486,16,MacKenzie TSA,,I,SBS,mk,1,62,PSP_G,20,TSA16_MacKenzie,Crown - Forest Management Unit,,,IA
