SITE_IDENTIFIER,schedule,IP_UTM,IP_NRTH,IP_EAST,BC_ALBERS_X,BC_ALBERS_Y,Longitude,Latitude,TSA,TSA_DESC,TFL,FIZ,BEC_ZONE,BEC_SBZ,BEC_VAR,owner,SAMPLE_ESTABLISHMENT_TYPE,TOTAL_PERIOD,MGMT_UNIT,OWN_SCHED_DESCRIP,GRID_BASE,GRID_SIZE,SITE_STATUS_CODE
4006167,C,10,5442660,676111,1395275.18581855,470143.746825586,-120.586726852461,49.1115409828822,18,Merritt TSA,,D,IDF,dk,2,62,PSP_G,20,TSA18_Merritt,Crown - Forest Management Unit,,,IA
4006195,B,10,5485590,677389,1394645.56868151,513051.706664783,-120.550166733212,49.4969844683116,18,Merritt TSA,,D,IDF,xh,1,77,PSP_G,43,TSA18_Merritt,Crown Tenure - Woodlot Licence/Schedule B,,,A
4006196,B,10,5485591,677601,1394857.44788979,513062.143017027,-120.547241277594,49.4969314399926,18,Merritt TSA,,D,IDF,xh,1,77,PSP_G,43,TSA18_Merritt,Crown Tenure - Woodlot Licence/Schedule B,,,A
4006197,B,10,5485600,677837,1395092.96310528,513081.63570628,-120.543981100071,49.4969431966857,18,Merritt TSA,,D,IDF,xh,1,77,PSP_G,43,TSA18_Merritt,Crown Tenure - Woodlot Licence/Schedule B,,,A
4006260,C,10,5500524,661220,1377822.01522424,527246.216877228,-120.767165771142,49.635721902711,18,Merritt TSA,,D,IDF,dk,2,62,PSP_G,20,TSA18_Merritt,Crown - Forest Management Unit,,,IA
4006261,C,10,5500957,661263,1377845.8732102,527680.542027668,-120.766392634194,49.6396021273533,18,Merritt TSA,,D,IDF,dk,2,62,PSP_G,38,TSA18_Merritt,Crown - Forest Management Unit,,,A
4006281,C,10,5518749,661112,1376909.63357526,545443.957955316,-120.761138369061,49.7995505249659,18,Merritt TSA,,D,IDF,dk,2,62,PSP_G,40,TSA18_Merritt,Crown - Forest Management Unit,,,A
4006288,C,10,5516329,674319,1390214.72596886,543611.144342695,-120.578861238631,49.7741141888729,18,Merritt TSA,,D,IDF,dk,2,62,PSP_G,40,TSA18_Merritt,Crown - Forest Management Unit,,,A
4006289,C,10,5516473,674036,1389925.54617346,543742.425384601,-120.582723761546,49.7754902619744,18,Merritt TSA,,D,IDF,dk,2,62,PSP_G,40,TSA18_Merritt,Crown - Forest Management Unit,,,A
4006291,C,10,5522478,673255,1388879.39206239,549705.708378103,-120.590883517679,49.8296793683952,18,Merritt TSA,,D,IDF,dk,1,62,PSP_G,20,TSA18_Merritt,Crown - Forest Management Unit,,,A
4006292,C,10,5522212,673046,1388682.31439807,549430.760127587,-120.593905606823,49.8273493340646,18,Merritt TSA,,D,IDF,dk,1,62,PSP_G,20,TSA18_Merritt,Crown - Forest Management Unit,,,A
4006307,C,10,5518923,661542,1377331.67453222,545636.753213416,-120.755095456456,49.8009987877282,18,Merritt TSA,,D,IDF,dk,2,62,PSP_G,20,TSA18_Merritt,Crown - Forest Management Unit,,,A
4006379,C,10,5482647,663362,1380753.34182539,509489.949446462,-120.744937806558,49.4744721441586,18,Merritt TSA,,D,MS,dm,2,62,PSP_G,45,TSA18_Merritt,Crown - Forest Management Unit,,,A
4006380,C,10,5482503,663482,1380879.6793997,509351.497219039,-120.743342160945,49.4731455925805,18,Merritt TSA,,D,MS,dm,2,62,PSP_G,43,TSA18_Merritt,Crown - Forest Management Unit,,,IA
4006381,,,,,,,,,18,Merritt TSA,,D,IDF,dk,2,,PSP_G,20,TSA18_Merritt,,,,IA
4006382,C,10,5482768,663359,1380744.99074497,509610.628504331,-120.744929229339,49.4755604869941,18,Merritt TSA,,D,IDF,dk,2,62,PSP_G,47,TSA18_Merritt,Crown - Forest Management Unit,,,A
4006383,C,10,5482853,663222,1380604.26779037,509689.418869271,-120.746783825084,49.4763613015427,18,Merritt TSA,,D,IDF,dk,2,62,PSP_G,20,TSA18_Merritt,Crown - Forest Management Unit,,,IA
4006384,C,10,5482968,663166,1380543.19654708,509801.756434854,-120.747508826952,49.4774099625517,18,Merritt TSA,,D,IDF,dk,2,62,PSP_G,43,TSA18_Merritt,Crown - Forest Management Unit,,,IA
4006390,C,10,5467228,662201,1380274.72270944,494044.712213598,-120.767247784075,49.3361954750793,18,Merritt TSA,,D,ESSF,dc,2,62,PSP_G,23,TSA18_Merritt,Crown - Forest Management Unit,,,A
4006437,C,10,5477545,643296,1360916.36875193,503507.729248747,-121.023590437181,49.4336748886098,18,Merritt TSA,,D,ESSF,dh,1,62,PSP_G,0,TSA18_Merritt,Crown - Forest Management Unit,,,A
4006438,C,10,5477605,642756,1360373.7962199,503543.800237695,-121.031012150353,49.4343412817357,18,Merritt TSA,,D,ESSF,dh,1,62,PSP_G,0,TSA18_Merritt,Crown - Forest Management Unit,,,A
4006439,C,10,5474439,642535,1360292.14990502,500372.90726857,-121.035195512182,49.4059318603626,18,Merritt TSA,,D,ESSF,dh,1,62,PSP_G,0,TSA18_Merritt,Crown - Forest Management Unit,,,A
4006454,C,10,5486030,647695,1364940.97727682,512174.404140411,-120.959790420038,49.5088955317813,18,Merritt TSA,,D,ESSF,mw,1,62,PSP_G,0,TSA18_Merritt,Crown - Forest Management Unit,,,A
4006455,C,10,5484717,648876,1366179.54089849,510915.477957164,-120.943982302252,49.4968041748763,18,Merritt TSA,,D,ESSF,dh,1,62,PSP_G,0,TSA18_Merritt,Crown - Forest Management Unit,,,A
4006495,C,11,5440020,322912,1480093.17141268,474666.110456638,-119.425491421378,49.0875337439613,22,Okanagan TSA,,D,IDF,xh,1,62,PSP_G,39,TSA22_Okanagan,Crown - Forest Management Unit,,,IA
4006496,C,11,5440074,323052,1480225.52418919,474737.074968207,-119.423599340512,49.0880593257899,22,Okanagan TSA,,D,IDF,xh,1,62,PSP_G,39,TSA22_Okanagan,Crown - Forest Management Unit,,,IA
4006506,,,,,,,,,22,Okanagan TSA,,D,IDF,dm,1,,PSP_R,30,TSA22_Okanagan,,,,IA
4006507,,,,,,,,,22,Okanagan TSA,,D,IDF,xh,1,,PSP_R,30,TSA22_Okanagan,,,,IA
4006508,,,,,,,,,22,Okanagan TSA,,D,IDF,xh,1,,PSP_R,30,TSA22_Okanagan,,,,IA
4006509,,,,,,,,,22,Okanagan TSA,,D,MS,dm,1,,PSP_R,31,TSA22_Okanagan,,,,IA
4006559,C,11,5459923,301188,1456040.43286603,491688.170131689,-119.73253373281,49.2597329291938,22,Okanagan TSA,,D,IDF,dk,1,62,PSP_G,42,TSA22_Okanagan,Crown - Forest Management Unit,,,A
4006560,C,11,5460149,300884,1455710.4455672,491874.371246796,-119.736819373015,49.2616646744577,22,Okanagan TSA,,D,IDF,dk,1,62,PSP_G,20,TSA22_Okanagan,Crown - Forest Management Unit,,,IA
4006561,C,11,5461102,300975,1455682.35849372,492830.334978941,-119.736043860652,49.2702569255928,22,Okanagan TSA,,D,IDF,dk,1,62,PSP_G,41,TSA22_Okanagan,Crown - Forest Management Unit,,,A
4006562,C,11,5461249,301028,1455716.7185031,492982.640091141,-119.735389208947,49.2715949535758,22,Okanagan TSA,,D,IDF,dk,1,62,PSP_G,41,TSA22_Okanagan,Crown - Forest Management Unit,,,A
4006665,C,11,5469287,325005,1478526.48668485,503937.738589294,-119.409612297658,49.3511651430738,22,Okanagan TSA,,D,IDF,dm,1,62,PSP_G,20,TSA22_Okanagan,Crown - Forest Management Unit,,,IA
4006700,B,11,5467925,321402,1475118.32069562,502138.109593014,-119.458566359538,49.3378807021744,22,Okanagan TSA,,D,IDF,xh,1,77,PSP_G,39,TSA22_Okanagan,Crown Tenure - Woodlot Licence/Schedule B,,,A
4006744,C,11,5481611,296098,1448290.08460374,512555.083583386,-119.813506498215,49.4529083377801,22,Okanagan TSA,,D,MS,xk,1,62,PSP_G,39,TSA22_Okanagan,Crown - Forest Management Unit,,,A
4006745,C,11,5481300,296273,1448502.49616993,512268.515784403,-119.810934951123,49.4501729778081,22,Okanagan TSA,,D,IDF,dk,1,62,PSP_G,39,TSA22_Okanagan,Crown - Forest Management Unit,,,A
4007100,C,11,5492982,317525,1468146.22296063,526499.153683573,-119.523421990329,49.5619013348485,22,Okanagan TSA,,D,IDF,dm,1,62,PSP_G,20,TSA22_Okanagan,Crown - Forest Management Unit,,,A
4007101,C,11,5492532,317670,1468346.2648804,526070.99594025,-119.521210518888,49.5579013123151,22,Okanagan TSA,,D,IDF,dm,1,62,PSP_G,39,TSA22_Okanagan,Crown - Forest Management Unit,,,A
4007102,,,,,,,,,22,Okanagan TSA,,D,IDF,xh,1,,PSP_R,42,TSA22_Okanagan,,,,IA
4007291,,,,,,,,,22,Okanagan TSA,,D,MS,dm,1,,PSP_R,22,TSA22_Okanagan,,,,IA
4007292,U,11,5547508,339955,1483595.42211228,583390.127465384,-119.235977588642,50.058302982686,22,Okanagan TSA,,D,MS,dm,1,68,PSP_R,52,TSA22_Okanagan,Crown - Forest Recreation Reserves,,,A
4007293,U,11,5547604,339909,1483537.7675385,583479.630440061,-119.236659863098,50.0591533670747,22,Okanagan TSA,,D,MS,dm,1,68,PSP_R,52,TSA22_Okanagan,Crown - Forest Recreation Reserves,,,A
4007294,C,11,5547690,339860,1483478.38817559,583558.83512313,-119.237379860674,50.0599130684222,22,Okanagan TSA,,D,MS,dm,1,69,PSP_R,52,TSA22_Okanagan,Crown - Community Watershed,,,IA
4007295,U,11,5547479,340102,1483744.89867309,583379.748503743,-119.23391340834,50.0580818863814,22,Okanagan TSA,,D,MS,dm,1,68,PSP_R,52,TSA22_Okanagan,Crown - Forest Recreation Reserves,,,IA
4007296,,,,,,,,,22,Okanagan TSA,,D,MS,dm,1,,PSP_R,22,TSA22_Okanagan,,,,IA
4007297,U,11,5547655,339999,1483620.67815048,583541.501064378,-119.23542477907,50.0596359237505,22,Okanagan TSA,,D,MS,dm,1,68,PSP_R,52,TSA22_Okanagan,Crown - Forest Recreation Reserves,,,IA
4007298,C,11,5547734,339951,1483563.16698867,583613.884859243,-119.236127878922,50.0603329922145,22,Okanagan TSA,,D,MS,dm,1,69,PSP_R,52,TSA22_Okanagan,Crown - Community Watershed,,,IA
4007299,U,11,5547537,340181,1483816.01951103,583447.188588438,-119.232834801588,50.058624368636,22,Okanagan TSA,,D,MS,dm,1,68,PSP_R,52,TSA22_Okanagan,Crown - Forest Recreation Reserves,,,A
4007300,U,11,5547618,340133,1483758.2578247,583521.556840011,-119.233538684035,50.0593394278584,22,Okanagan TSA,,D,MS,dm,1,68,PSP_R,52,TSA22_Okanagan,Crown - Forest Recreation Reserves,,,A
4007301,C,11,5547721,340078,1483690.79753373,583616.8795331,-119.234349496474,50.0602503170757,22,Okanagan TSA,,D,MS,dm,1,69,PSP_R,52,TSA22_Okanagan,Crown - Community Watershed,,,IA
4007302,,,,,,,,,22,Okanagan TSA,,D,MS,dm,1,,PSP_R,42,TSA22_Okanagan,,,,IA
4007303,C,11,5547594,340275,1483902.14773954,583515.513844222,-119.231546353975,50.0591618817975,22,Okanagan TSA,,D,MS,dm,1,69,PSP_R,52,TSA22_Okanagan,Crown - Community Watershed,,,A
4007304,C,11,5547678,340219,1483836.07324395,583591.857743269,-119.232363158595,50.059901761504,22,Okanagan TSA,,D,MS,dm,1,69,PSP_R,52,TSA22_Okanagan,Crown - Community Watershed,,,IA
4007305,C,11,5547763,340166,1483772.85012188,583669.569478419,-119.233138524834,50.0606514282712,22,Okanagan TSA,,D,MS,dm,1,69,PSP_R,52,TSA22_Okanagan,Crown - Community Watershed,,,A
4007306,,,,,,,,,22,Okanagan TSA,,D,MS,dm,1,,PSP_R,42,TSA22_Okanagan,,,,IA
4007307,C,11,5551415,344724,1487837.79781107,587864.109922968,-119.170987338936,50.094681000941,22,Okanagan TSA,,D,MS,dm,1,69,PSP_R,72,TSA22_Okanagan,Crown - Community Watershed,,,A
4007308,C,11,5551327,344679,1487804.17235072,587771.14913071,-119.171580264658,50.0938783434336,22,Okanagan TSA,,D,MS,dm,1,69,PSP_R,72,TSA22_Okanagan,Crown - Community Watershed,,,A
4007309,C,11,5551225,344631,1487769.32358407,587663.920043253,-119.172209391237,50.0929490744258,22,Okanagan TSA,,D,MS,dm,1,69,PSP_R,52,TSA22_Okanagan,Crown - Community Watershed,,,A
4007310,C,11,5551150,344598,1487745.97545359,587585.362476302,-119.17263991997,50.0922663863536,22,Okanagan TSA,,D,MS,dm,1,69,PSP_R,52,TSA22_Okanagan,Crown - Community Watershed,,,A
4007311,C,11,5551360,344584,1487705.7880245,587792.001179433,-119.172920889371,50.0941500856997,22,Okanagan TSA,,D,MS,dm,1,69,PSP_R,52,TSA22_Okanagan,Crown - Community Watershed,,,A
4007312,C,11,5551273,344540,1487673.02929681,587700.158096709,-119.173500212486,50.0933566678393,22,Okanagan TSA,,D,MS,dm,1,69,PSP_R,52,TSA22_Okanagan,Crown - Community Watershed,,,A
4007313,C,11,5551181,344497,1487641.88871356,587603.478640332,-119.174063512485,50.0925185718165,22,Okanagan TSA,,D,MS,dm,1,69,PSP_R,72,TSA22_Okanagan,Crown - Community Watershed,,,A
4007314,C,11,5551090,344457,1487613.59916879,587508.167280432,-119.174585290307,50.0916902459748,22,Okanagan TSA,,D,MS,dm,1,69,PSP_R,52,TSA22_Okanagan,Crown - Community Watershed,,,IA
4007315,C,11,5551331,344492,1487618.14418916,587751.703742382,-119.174194390659,50.093865377174,22,Okanagan TSA,,D,MS,dm,1,69,PSP_R,52,TSA22_Okanagan,Crown - Community Watershed,,,A
4007316,C,11,5551237,344447,1487585.26981291,587652.789157317,-119.174784810842,50.0930087794717,22,Okanagan TSA,,D,MS,dm,1,69,PSP_R,72,TSA22_Okanagan,Crown - Community Watershed,,,A
4007317,C,11,5551152,344404,1487553.25254381,587563.056182756,-119.175350933729,50.0922335894606,22,Okanagan TSA,,D,MS,dm,1,69,PSP_R,52,TSA22_Okanagan,Crown - Community Watershed,,,A
4007318,C,11,5551047,344355,1487517.78688306,587452.725289054,-119.175992714481,50.091277076803,22,Okanagan TSA,,D,MS,dm,1,69,PSP_R,52,TSA22_Okanagan,Crown - Community Watershed,,,A
4007319,C,11,5551321,344413,1487541.01864491,587731.888642967,-119.175293994491,50.093754820276,22,Okanagan TSA,,D,MS,dm,1,69,PSP_R,72,TSA22_Okanagan,Crown - Community Watershed,,,A
4007320,C,11,5551223,344386,1487526.50333628,587631.258547029,-119.175631300131,50.09286698221,22,Okanagan TSA,,D,MS,dm,1,69,PSP_R,72,TSA22_Okanagan,Crown - Community Watershed,,,A
4007321,C,11,5551142,344333,1487484.06385201,587544.242891876,-119.176338736946,50.0921251180856,22,Okanagan TSA,,D,MS,dm,1,69,PSP_R,52,TSA22_Okanagan,Crown - Community Watershed,,,A
4007322,C,11,5551042,344290,1487453.92475551,587439.625011248,-119.17689871455,50.0912151096525,22,Okanagan TSA,,D,MS,dm,1,69,PSP_R,72,TSA22_Okanagan,Crown - Community Watershed,,,A
4007323,,,,,,,,,22,Okanagan TSA,,D,MS,dm,1,,PSP_R,42,TSA22_Okanagan,,,,IA
4007324,,,,,,,,,22,Okanagan TSA,,D,MS,dm,1,,PSP_R,42,TSA22_Okanagan,,,,IA
4007325,C,11,5552488,345860,1488830.46540126,589071.153655491,-119.15554920459,50.1046204362473,22,Okanagan TSA,,D,MS,dm,1,69,PSP_R,52,TSA22_Okanagan,Crown - Community Watershed,,,IA
4007326,C,11,5552430,345824,1488802.01350274,589009.08872001,-119.15602885399,50.1040898158624,22,Okanagan TSA,,D,MS,dm,1,69,PSP_R,52,TSA22_Okanagan,Crown - Community Watershed,,,A
4007327,C,11,5552713,345904,1488845.93792725,589299.94436633,-119.155025127606,50.106654046464,22,Okanagan TSA,,D,MS,dm,1,69,PSP_R,52,TSA22_Okanagan,Crown - Community Watershed,,,IA
4007328,,,,,,,,,22,Okanagan TSA,,D,MS,dm,1,,PSP_R,42,TSA22_Okanagan,,,,IA
4007329,C,11,5552550,345957,1488918.93522117,589144.827124894,-119.154218741619,50.1052028300648,22,Okanagan TSA,,D,MS,dm,1,69,PSP_R,52,TSA22_Okanagan,Crown - Community Watershed,,,IA
4007330,,,,,,,,,22,Okanagan TSA,,D,MS,dm,1,,PSP_R,42,TSA22_Okanagan,,,,IA
4007331,C,11,5552758,345922,1488858.15981164,589346.854700057,-119.154791740982,50.1070631552678,22,Okanagan TSA,,D,MS,dm,1,69,PSP_R,52,TSA22_Okanagan,Crown - Community Watershed,,,IA
4007332,,,,,,,,,22,Okanagan TSA,,D,MS,dm,1,,PSP_R,0,TSA22_Okanagan,,,,IA
4007333,C,11,5552863,346049,1488971.00687638,589466.956969703,-119.153059292213,50.1080397830641,22,Okanagan TSA,,D,MS,dm,1,69,PSP_R,52,TSA22_Okanagan,Crown - Community Watershed,,,A
4007334,C,11,5552918,346107,1489021.66056329,589528.800359295,-119.152270911466,50.1085491310434,22,Okanagan TSA,,D,MS,dm,1,69,PSP_R,72,TSA22_Okanagan,Crown - Community Watershed,,,A
4007335,C,11,5552793,345934,1488865.68148125,589383.090072447,-119.154638164734,50.1073808318251,22,Okanagan TSA,,D,MS,dm,1,69,PSP_R,52,TSA22_Okanagan,Crown - Community Watershed,,,IA
4007336,C,11,5552865,345957,1488879.48217135,589457.420355607,-119.154345787896,50.1080338999988,22,Okanagan TSA,,D,MS,dm,1,69,PSP_R,52,TSA22_Okanagan,Crown - Community Watershed,,,IA
4007337,,,,,,,,,22,Okanagan TSA,,D,MS,dm,1,,PSP_R,42,TSA22_Okanagan,,,,IA
4007338,C,11,5553021,346011,1488913.5172633,589618.99133014,-119.153654047938,50.1094499591764,22,Okanagan TSA,,D,MS,dm,1,69,PSP_R,52,TSA22_Okanagan,Crown - Community Watershed,,,IA
4007339,C,11,5549118,343602,1487012.24886973,585444.246999648,-119.185723094975,50.0737427144631,22,Okanagan TSA,,D,MS,dm,1,69,PSP_R,72,TSA22_Okanagan,Crown - Community Watershed,,,A
4007340,C,11,5549002,343591,1487015.85927972,585327.761100164,-119.185829291258,50.0726972838285,22,Okanagan TSA,,D,MS,dm,1,69,PSP_R,52,TSA22_Okanagan,Crown - Community Watershed,,,A
4007341,C,11,5548912,343591,1487027.1278739,585238.452682971,-119.185792506064,50.0718884187834,22,Okanagan TSA,,D,MS,dm,1,69,PSP_R,52,TSA22_Okanagan,Crown - Community Watershed,,,A
4007342,C,11,5548805,343592,1487041.51708537,585132.400197621,-119.185734810933,50.070927030988,22,Okanagan TSA,,D,MS,dm,1,69,PSP_R,52,TSA22_Okanagan,Crown - Community Watershed,,,A
4007343,C,11,5549123,343695,1487103.89241721,585460.851852997,-119.184426427115,50.0738121079156,22,Okanagan TSA,,D,MS,dm,1,69,PSP_R,52,TSA22_Okanagan,Crown - Community Watershed,,,A
4007344,C,11,5549011,343692,1487114.93929223,585349.336744536,-119.184422570871,50.0728047308713,22,Okanagan TSA,,D,MS,dm,1,69,PSP_R,52,TSA22_Okanagan,Crown - Community Watershed,,,A
4007345,C,11,5548905,343692,1487128.21130823,585244.151244186,-119.184379273966,50.0718520667063,22,Okanagan TSA,,D,MS,dm,1,69,PSP_R,52,TSA22_Okanagan,Crown - Community Watershed,,,A
4007346,C,11,5548809,343693,1487141.22335605,585149.014196509,-119.184326099845,50.0709895392331,22,Okanagan TSA,,D,MS,dm,1,69,PSP_R,52,TSA22_Okanagan,Crown - Community Watershed,,,IA
4007347,C,11,5549110,343793,1487202.75047573,585460.221068881,-119.183052583477,50.0737210273376,22,Okanagan TSA,,D,MS,dm,1,69,PSP_R,52,TSA22_Okanagan,Crown - Community Watershed,,,A
4007348,C,11,5549015,343794,1487215.63750006,585366.076117095,-119.182999838218,50.0728674866338,22,Okanagan TSA,,D,MS,dm,1,69,PSP_R,52,TSA22_Okanagan,Crown - Community Watershed,,,A
4007349,C,11,5548902,343791,1487226.80964846,585253.568779463,-119.182995604391,50.0718511215867,22,Okanagan TSA,,D,MS,dm,1,69,PSP_R,52,TSA22_Okanagan,Crown - Community Watershed,,,A
4007350,C,11,5548802,343793,1487241.31478047,585154.587646849,-119.182926858575,50.0709529062218,22,Okanagan TSA,,D,MS,dm,1,69,PSP_R,72,TSA22_Okanagan,Crown - Community Watershed,,,A
4007351,C,11,5549113,343894,1487302.58165499,585475.843067985,-119.18164337811,50.0737745167006,22,Okanagan TSA,,D,MS,dm,1,69,PSP_R,52,TSA22_Okanagan,Crown - Community Watershed,,,A
4007352,C,11,5549013,343893,1487314.11053948,585376.486104111,-119.181616546858,50.0728755128616,22,Okanagan TSA,,D,MS,dm,1,69,PSP_R,52,TSA22_Okanagan,Crown - Community Watershed,,,A
4007353,C,11,5548916,343898,1487331.21664389,585280.857379407,-119.181507156031,50.0720050463721,22,Okanagan TSA,,D,MS,dm,1,69,PSP_R,72,TSA22_Okanagan,Crown - Community Watershed,,,A
4007354,C,11,5548809,343904,1487350.56696308,585175.430791886,-119.181379726973,50.0710449679476,22,Okanagan TSA,,D,MS,dm,1,69,PSP_R,52,TSA22_Okanagan,Crown - Community Watershed,,,A
4007355,U,11,5550490,343038,1486280.8987122,586735.104799467,-119.19416209414,50.0859247025504,22,Okanagan TSA,,D,MS,dm,1,68,PSP_R,72,TSA22_Okanagan,Crown - Forest Recreation Reserves,,,A
4007356,,,,,,,,,22,Okanagan TSA,,D,MS,xv,,,PSP_R,22,TSA22_Okanagan,,,,IA
4007357,,,,,,,,,22,Okanagan TSA,,D,MS,xv,,,PSP_R,22,TSA22_Okanagan,,,,IA
4007358,,,,,,,,,22,Okanagan TSA,,D,MS,xv,,,PSP_R,22,TSA22_Okanagan,,,,IA
4007359,U,11,5550489,343034,1486277.05539944,586733.611695178,-119.194217555955,50.0859146587693,22,Okanagan TSA,,D,MS,dm,1,68,PSP_R,52,TSA22_Okanagan,Crown - Forest Recreation Reserves,,,IA
4007360,,,,,,,,,22,Okanagan TSA,,D,MS,xv,,,PSP_R,22,TSA22_Okanagan,,,,IA
4007361,,,,,,,,,22,Okanagan TSA,,D,MS,xv,,,PSP_R,22,TSA22_Okanagan,,,,IA
4007362,,,,,,,,,22,Okanagan TSA,,D,MS,xv,,,PSP_R,22,TSA22_Okanagan,,,,IA
4007363,,,,,,,,,22,Okanagan TSA,,D,MS,xv,,,PSP_R,22,TSA22_Okanagan,,,,IA
4007364,,,,,,,,,22,Okanagan TSA,,D,MS,xv,,,PSP_R,22,TSA22_Okanagan,,,,IA
4007365,,,,,,,,,22,Okanagan TSA,,D,MS,xv,,,PSP_R,22,TSA22_Okanagan,,,,IA
4007366,,,,,,,,,22,Okanagan TSA,,D,MS,xv,,,PSP_R,22,TSA22_Okanagan,,,,IA
4007367,,,,,,,,,22,Okanagan TSA,,D,MS,xv,,,PSP_R,22,TSA22_Okanagan,,,,IA
4007368,,,,,,,,,22,Okanagan TSA,,D,MS,xv,,,PSP_R,22,TSA22_Okanagan,,,,IA
4007369,,,,,,,,,22,Okanagan TSA,,D,MS,xv,,,PSP_R,22,TSA22_Okanagan,,,,IA
4007370,,,,,,,,,22,Okanagan TSA,,D,MS,xv,,,PSP_R,22,TSA22_Okanagan,,,,IA
4007371,C,11,5544859,337534,1481524.88796066,580458.640746624,-119.268650363362,50.0338403753001,22,Okanagan TSA,,D,MS,dm,1,69,PSP_R,52,TSA22_Okanagan,Crown - Community Watershed,,,A
4007372,C,11,5544766,337575,1481577.203774,580371.490696028,-119.268038933993,50.0330157753838,22,Okanagan TSA,,D,MS,dm,1,69,PSP_R,72,TSA22_Okanagan,Crown - Community Watershed,,,A
4007373,C,11,5544676,337612,1481625.17554418,580286.817020647,-119.267484603259,50.0322170418324,22,Okanagan TSA,,D,MS,dm,1,69,PSP_R,52,TSA22_Okanagan,Crown - Community Watershed,,,IA
4007374,,,,,,,,,22,Okanagan TSA,,D,MS,dm,1,,PSP_R,32,TSA22_Okanagan,,,,IA
4007375,C,11,5544899,337609,1481594.29638139,580507.714957915,-119.267620881148,50.034220313721,22,Okanagan TSA,,D,MS,dm,1,69,PSP_R,52,TSA22_Okanagan,Crown - Community Watershed,,,A
4007376,C,11,5544812,337662,1481657.76768085,580428.019864176,-119.266844578189,50.0334529018991,22,Okanagan TSA,,D,MS,dm,1,69,PSP_R,52,TSA22_Okanagan,Crown - Community Watershed,,,A
4007377,C,11,5544706,337696,1481704.76499414,580327.094702262,-119.266325346777,50.0325095533884,22,Okanagan TSA,,D,MS,dm,1,69,PSP_R,72,TSA22_Okanagan,Crown - Community Watershed,,,A
4007378,C,11,5544615,337731,1481750.87765577,580241.178595626,-119.265798530588,50.0317012791157,22,Okanagan TSA,,D,MS,dm,1,69,PSP_R,52,TSA22_Okanagan,Crown - Community Watershed,,,IA
4007379,C,11,5544939,337711,1481690.49354802,580560.167510485,-119.266214665016,50.0346076034483,22,Okanagan TSA,,D,MS,dm,1,69,PSP_R,52,TSA22_Okanagan,Crown - Community Watershed,,,A
4007380,C,11,5544845,337752,1481742.93467988,580472.025167175,-119.265602843716,50.0337740033913,22,Okanagan TSA,,D,MS,dm,1,69,PSP_R,52,TSA22_Okanagan,Crown - Community Watershed,,,A
4007381,C,11,5544753,337788,1481790.16470909,580385.24181826,-119.265061650025,50.0329570114915,22,Okanagan TSA,,D,MS,dm,1,69,PSP_R,52,TSA22_Okanagan,Crown - Community Watershed,,,A
4007382,C,11,5544670,337832,1481844.20609556,580308.389822244,-119.264412665978,50.0322230783286,22,Okanagan TSA,,D,MS,dm,1,69,PSP_R,52,TSA22_Okanagan,Crown - Community Watershed,,,A
4007383,C,11,5544982,337803,1481776.3934847,580614.345778621,-119.264949220916,50.0350191131083,22,Okanagan TSA,,D,MS,dm,1,69,PSP_R,52,TSA22_Okanagan,Crown - Community Watershed,,,A
4007384,C,11,5544892,337844,1481828.33421043,580530.172449961,-119.26433910717,50.03422145408,22,Okanagan TSA,,D,MS,dm,1,69,PSP_R,42,TSA22_Okanagan,Crown - Community Watershed,,,IA
4007385,C,11,5544799,337887,1481882.63472624,580443.272668728,-119.263699841519,50.0333973750868,22,Okanagan TSA,,D,MS,dm,1,69,PSP_R,72,TSA22_Okanagan,Crown - Community Watershed,,,A
4007386,C,11,5544704,337929,1481936.19336921,580354.263334132,-119.263073704914,50.0325550460088,22,Okanagan TSA,,D,MS,dm,1,69,PSP_R,52,TSA22_Okanagan,Crown - Community Watershed,,,IA
4007415,C,11,5553354,333672,1476630.38915983,588405.000911367,-119.326224299647,50.1091146680697,22,Okanagan TSA,,D,IDF,dm,1,62,PSP_G,20,TSA22_Okanagan,Crown - Forest Management Unit,,,IA
4007416,C,11,5553557,333707,1476639.71264184,588610.822696691,-119.325823624649,50.1109487227029,22,Okanagan TSA,,D,IDF,dm,1,69,PSP_G,0,TSA22_Okanagan,Crown - Community Watershed,,,A
4007417,C,11,5553385,334089,1477040.206735,588487.931856054,-119.32041077863,50.1095099026982,22,Okanagan TSA,,D,IDF,dm,1,69,PSP_G,0,TSA22_Okanagan,Crown - Community Watershed,,,IA
4007418,C,11,5554916,333996,1476756.37641899,589995.567499344,-119.322376108993,50.1232422107063,22,Okanagan TSA,,D,IDF,dm,1,62,PSP_G,20,TSA22_Okanagan,Crown - Forest Management Unit,,,IA
4007419,C,11,5554736,334367,1477146.95511304,589863.361960358,-119.317112239871,50.1217282891522,22,Okanagan TSA,,D,IDF,dm,1,69,PSP_G,20,TSA22_Okanagan,Crown - Community Watershed,,,IA
4007492,U,11,5587187,363433,1501910.47695585,625714.618630742,-118.92247499507,50.4208173578302,22,Okanagan TSA,,G,ICH,dw,4,69,PSP_G,51,TSA22_Okanagan,Crown - Misc. Reserves,,,A
4007493,U,11,5587285,363258,1501724.60835488,625789.94486581,-118.924972735633,50.42165749298,22,Okanagan TSA,,G,ICH,dw,4,69,PSP_G,30,TSA22_Okanagan,Crown - Misc. Reserves,,,IA
